Cost,Path,Function-Type,Start,Iteration
2271,"['Blue Jackets', 'Devils', 'Rangers', 'Islanders', 'Flyers', 'Hurricanes', 'Penguins', 'Capitals', 'Blue Jackets']",Simple,Blue Jackets,7413
2155,"['Blue Jackets', 'Flyers', 'Hurricanes', 'Islanders', 'Rangers', 'Devils', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Blue Jackets,7414
2279,"['Blue Jackets', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Devils', 'Rangers', 'Capitals', 'Flyers', 'Islanders']",Simple,Blue Jackets,7415
2026,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Islanders', 'Capitals', 'Devils', 'Flyers', 'Rangers', 'Hurricanes']",Simple,Blue Jackets,7416
2479,"['Blue Jackets', 'Islanders', 'Devils', 'Rangers', 'Capitals', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Blue Jackets,7417
2275,"['Blue Jackets', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Penguins']",Simple,Blue Jackets,7418
2302,"['Blue Jackets', 'Penguins', 'Devils', 'Flyers', 'Rangers', 'Hurricanes', 'Capitals', 'Islanders', 'Blue Jackets']",Simple,Blue Jackets,7419
2132,"['Blue Jackets', 'Devils', 'Hurricanes', 'Capitals', 'Islanders', 'Rangers', 'Flyers', 'Penguins', 'Blue Jackets']",Simple,Blue Jackets,7420
1883,"['Blue Jackets', 'Flyers', 'Devils', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes']",Simple,Blue Jackets,7421
1645,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Flyers', 'Devils', 'Rangers', 'Islanders']",Simple,Blue Jackets,7422
2139,"['Blue Jackets', 'Penguins', 'Devils', 'Rangers', 'Islanders', 'Hurricanes', 'Flyers', 'Capitals', 'Blue Jackets']",Simple,Blue Jackets,7423
2171,"['Blue Jackets', 'Devils', 'Capitals', 'Rangers', 'Islanders', 'Flyers', 'Blue Jackets', 'Penguins', 'Hurricanes']",Simple,Blue Jackets,7424
2299,"['Blue Jackets', 'Islanders', 'Capitals', 'Devils', 'Flyers', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Blue Jackets,7425
1979,"['Blue Jackets', 'Capitals', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Rangers', 'Devils', 'Flyers']",Simple,Blue Jackets,7426
2540,"['Blue Jackets', 'Hurricanes', 'Penguins', 'Devils', 'Blue Jackets', 'Capitals', 'Rangers', 'Islanders', 'Flyers']",Simple,Blue Jackets,7427
1914,"['Blue Jackets', 'Penguins', 'Capitals', 'Devils', 'Rangers', 'Flyers', 'Islanders', 'Blue Jackets', 'Hurricanes']",Simple,Blue Jackets,7428
2516,"['Blue Jackets', 'Islanders', 'Rangers', 'Penguins', 'Devils', 'Flyers', 'Blue Jackets', 'Capitals', 'Hurricanes']",Simple,Blue Jackets,7429
2174,"['Blue Jackets', 'Hurricanes', 'Rangers', 'Islanders', 'Devils', 'Flyers', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Blue Jackets,7430
2076,"['Blue Jackets', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Flyers', 'Devils', 'Capitals', 'Islanders', 'Rangers']",Simple,Blue Jackets,7431
2247,"['Blue Jackets', 'Penguins', 'Devils', 'Islanders', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Rangers']",Simple,Blue Jackets,7432
2150,"['Blue Jackets', 'Devils', 'Flyers', 'Islanders', 'Rangers', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Blue Jackets,7433
2262,"['Blue Jackets', 'Flyers', 'Rangers', 'Islanders', 'Devils', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Penguins']",Simple,Blue Jackets,7434
2143,"['Blue Jackets', 'Penguins', 'Capitals', 'Devils', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Islanders', 'Rangers']",Simple,Blue Jackets,7435
2198,"['Blue Jackets', 'Penguins', 'Flyers', 'Rangers', 'Islanders', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Devils']",Simple,Blue Jackets,7436
2002,"['Blue Jackets', 'Penguins', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Rangers', 'Devils', 'Islanders', 'Flyers']",Simple,Blue Jackets,7437
2332,"['Blue Jackets', 'Islanders', 'Devils', 'Rangers', 'Flyers', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Blue Jackets,7438
2006,"['Blue Jackets', 'Flyers', 'Rangers', 'Devils', 'Islanders', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Blue Jackets,7439
2349,"['Blue Jackets', 'Capitals', 'Hurricanes', 'Penguins', 'Islanders', 'Flyers', 'Devils', 'Rangers', 'Blue Jackets']",Simple,Blue Jackets,7440
2060,"['Blue Jackets', 'Islanders', 'Devils', 'Flyers', 'Rangers', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Blue Jackets,7441
2126,"['Blue Jackets', 'Capitals', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Rangers', 'Devils', 'Flyers', 'Islanders']",Simple,Blue Jackets,7442
1910,"['Blue Jackets', 'Islanders', 'Devils', 'Rangers', 'Flyers', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Blue Jackets,7443
2402,"['Blue Jackets', 'Devils', 'Penguins', 'Blue Jackets', 'Capitals', 'Rangers', 'Flyers', 'Islanders', 'Hurricanes']",Simple,Blue Jackets,7444
2193,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Devils', 'Islanders', 'Rangers', 'Penguins', 'Flyers', 'Blue Jackets']",Simple,Blue Jackets,7445
2172,"['Blue Jackets', 'Islanders', 'Rangers', 'Devils', 'Capitals', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers']",Simple,Blue Jackets,7446
1895,"['Blue Jackets', 'Penguins', 'Capitals', 'Islanders', 'Devils', 'Flyers', 'Rangers', 'Blue Jackets', 'Hurricanes']",Simple,Blue Jackets,7447
1838,"['Blue Jackets', 'Rangers', 'Devils', 'Islanders', 'Flyers', 'Capitals', 'Penguins', 'Blue Jackets', 'Hurricanes']",Simple,Blue Jackets,7448
1752,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Devils', 'Capitals', 'Islanders', 'Rangers']",Simple,Blue Jackets,7449
1753,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Rangers', 'Devils', 'Islanders', 'Flyers', 'Penguins', 'Blue Jackets']",Simple,Blue Jackets,7450
2182,"['Blue Jackets', 'Hurricanes', 'Flyers', 'Blue Jackets', 'Penguins', 'Capitals', 'Rangers', 'Devils', 'Islanders']",Simple,Blue Jackets,7451
2119,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Penguins', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Blue Jackets']",Simple,Blue Jackets,7452
2084,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Rangers', 'Flyers', 'Capitals', 'Hurricanes', 'Islanders', 'Devils']",Simple,Blue Jackets,7453
2384,"['Blue Jackets', 'Flyers', 'Rangers', 'Devils', 'Penguins', 'Islanders', 'Capitals', 'Hurricanes', 'Blue Jackets']",Simple,Blue Jackets,7454
2105,"['Blue Jackets', 'Rangers', 'Islanders', 'Flyers', 'Capitals', 'Devils', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Blue Jackets,7455
1952,"['Blue Jackets', 'Penguins', 'Devils', 'Capitals', 'Rangers', 'Islanders', 'Flyers', 'Hurricanes', 'Blue Jackets']",Simple,Blue Jackets,7456
1853,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Blue Jackets', 'Penguins']",Simple,Blue Jackets,7457
1874,"['Blue Jackets', 'Penguins', 'Flyers', 'Devils', 'Rangers', 'Islanders', 'Hurricanes', 'Capitals', 'Blue Jackets']",Simple,Blue Jackets,7458
2482,"['Blue Jackets', 'Islanders', 'Flyers', 'Rangers', 'Devils', 'Blue Jackets', 'Capitals', 'Penguins', 'Hurricanes']",Simple,Blue Jackets,7459
2210,"['Blue Jackets', 'Flyers', 'Penguins', 'Devils', 'Rangers', 'Islanders', 'Capitals', 'Hurricanes', 'Blue Jackets']",Simple,Blue Jackets,7460
2019,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Penguins', 'Flyers', 'Devils', 'Rangers', 'Islanders', 'Blue Jackets']",Simple,Blue Jackets,7461
1617,"['Blue Jackets', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Flyers', 'Devils', 'Rangers', 'Islanders']",Simple,Blue Jackets,7462
2021,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins', 'Rangers', 'Flyers', 'Islanders', 'Devils']",Simple,Blue Jackets,7463
2374,"['Blue Jackets', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Islanders', 'Devils', 'Flyers', 'Rangers']",Simple,Blue Jackets,7464
2219,"['Blue Jackets', 'Capitals', 'Penguins', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Blue Jackets', 'Hurricanes']",Simple,Blue Jackets,7465
2276,"['Blue Jackets', 'Flyers', 'Rangers', 'Devils', 'Penguins', 'Blue Jackets', 'Islanders', 'Capitals', 'Hurricanes']",Simple,Blue Jackets,7466
2004,"['Blue Jackets', 'Rangers', 'Islanders', 'Devils', 'Flyers', 'Penguins', 'Capitals', 'Hurricanes', 'Blue Jackets']",Simple,Blue Jackets,7467
2334,"['Blue Jackets', 'Devils', 'Rangers', 'Flyers', 'Capitals', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Islanders']",Simple,Blue Jackets,7468
2029,"['Blue Jackets', 'Capitals', 'Blue Jackets', 'Penguins', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Hurricanes']",Simple,Blue Jackets,7469
2368,"['Blue Jackets', 'Capitals', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Islanders', 'Flyers', 'Devils']",Simple,Blue Jackets,7470
2497,"['Blue Jackets', 'Hurricanes', 'Penguins', 'Flyers', 'Blue Jackets', 'Capitals', 'Rangers', 'Devils', 'Islanders']",Simple,Blue Jackets,7471
2021,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Devils', 'Capitals', 'Islanders', 'Flyers', 'Rangers', 'Hurricanes']",Simple,Blue Jackets,7472
2022,"['Blue Jackets', 'Islanders', 'Devils', 'Rangers', 'Flyers', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes']",Simple,Blue Jackets,7473
2105,"['Blue Jackets', 'Flyers', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Devils']",Simple,Blue Jackets,7474
1516,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Islanders', 'Rangers', 'Devils', 'Flyers']",Simple,Blue Jackets,7475
2043,"['Blue Jackets', 'Rangers', 'Devils', 'Flyers', 'Islanders', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Blue Jackets,7476
2031,"['Blue Jackets', 'Devils', 'Islanders', 'Rangers', 'Flyers', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Blue Jackets,7477
2071,"['Blue Jackets', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Rangers', 'Devils', 'Islanders', 'Flyers', 'Capitals']",Simple,Blue Jackets,7478
2297,"['Blue Jackets', 'Rangers', 'Islanders', 'Flyers', 'Devils', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Penguins']",Simple,Blue Jackets,7479
1684,"['Blue Jackets', 'Penguins', 'Islanders', 'Rangers', 'Flyers', 'Devils', 'Capitals', 'Hurricanes', 'Blue Jackets']",Simple,Blue Jackets,7480
2317,"['Blue Jackets', 'Penguins', 'Hurricanes', 'Capitals', 'Devils', 'Blue Jackets', 'Rangers', 'Islanders', 'Flyers']",Simple,Blue Jackets,7481
2316,"['Blue Jackets', 'Flyers', 'Rangers', 'Devils', 'Islanders', 'Penguins', 'Hurricanes', 'Capitals', 'Blue Jackets']",Simple,Blue Jackets,7482
2124,"['Blue Jackets', 'Capitals', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Blue Jackets,7483
1889,"['Blue Jackets', 'Hurricanes', 'Islanders', 'Flyers', 'Rangers', 'Devils', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Blue Jackets,7484
2045,"['Blue Jackets', 'Penguins', 'Flyers', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Rangers', 'Islanders', 'Devils']",Simple,Blue Jackets,7485
2143,"['Blue Jackets', 'Penguins', 'Capitals', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Islanders', 'Rangers', 'Devils']",Simple,Blue Jackets,7486
2322,"['Blue Jackets', 'Capitals', 'Devils', 'Blue Jackets', 'Penguins', 'Hurricanes', 'Flyers', 'Islanders', 'Rangers']",Simple,Blue Jackets,7487
2281,"['Blue Jackets', 'Devils', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Rangers', 'Flyers', 'Capitals']",Simple,Blue Jackets,7488
2178,"['Blue Jackets', 'Penguins', 'Flyers', 'Blue Jackets', 'Capitals', 'Devils', 'Rangers', 'Islanders', 'Hurricanes']",Simple,Blue Jackets,7489
2108,"['Blue Jackets', 'Devils', 'Hurricanes', 'Capitals', 'Flyers', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets']",Simple,Blue Jackets,7490
2391,"['Blue Jackets', 'Islanders', 'Devils', 'Rangers', 'Flyers', 'Hurricanes', 'Penguins', 'Capitals', 'Blue Jackets']",Simple,Blue Jackets,7491
2386,"['Blue Jackets', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Rangers', 'Devils', 'Islanders', 'Flyers']",Simple,Blue Jackets,7492
2071,"['Blue Jackets', 'Rangers', 'Islanders', 'Devils', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Flyers']",Simple,Blue Jackets,7493
2312,"['Blue Jackets', 'Devils', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Flyers']",Simple,Blue Jackets,7494
1937,"['Blue Jackets', 'Devils', 'Flyers', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes']",Simple,Blue Jackets,7495
2037,"['Blue Jackets', 'Flyers', 'Rangers', 'Islanders', 'Devils', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Blue Jackets,7496
2132,"['Blue Jackets', 'Penguins', 'Devils', 'Hurricanes', 'Capitals', 'Rangers', 'Islanders', 'Flyers', 'Blue Jackets']",Simple,Blue Jackets,7497
2025,"['Blue Jackets', 'Hurricanes', 'Penguins', 'Flyers', 'Islanders', 'Rangers', 'Devils', 'Capitals', 'Blue Jackets']",Simple,Blue Jackets,7498
2018,"['Blue Jackets', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Rangers', 'Flyers', 'Devils', 'Capitals', 'Islanders']",Simple,Blue Jackets,7499
2196,"['Blue Jackets', 'Penguins', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Islanders', 'Devils', 'Rangers', 'Flyers']",Simple,Blue Jackets,7500
1788,"['Blue Jackets', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Flyers', 'Islanders', 'Rangers', 'Devils', 'Capitals']",Random,Blue Jackets,7501
2611,"['Blue Jackets', 'Capitals', 'Hurricanes', 'Devils', 'Islanders', 'Penguins', 'Rangers', 'Flyers', 'Blue Jackets']",Random,Blue Jackets,7502
2758,"['Blue Jackets', 'Penguins', 'Rangers', 'Devils', 'Capitals', 'Blue Jackets', 'Islanders', 'Hurricanes', 'Flyers']",Random,Blue Jackets,7503
2132,"['Blue Jackets', 'Penguins', 'Hurricanes', 'Blue Jackets', 'Rangers', 'Devils', 'Flyers', 'Islanders', 'Capitals']",Random,Blue Jackets,7504
3320,"['Blue Jackets', 'Rangers', 'Capitals', 'Devils', 'Hurricanes', 'Islanders', 'Blue Jackets', 'Penguins', 'Flyers']",Random,Blue Jackets,7505
1994,"['Blue Jackets', 'Penguins', 'Flyers', 'Rangers', 'Devils', 'Islanders', 'Hurricanes', 'Capitals', 'Blue Jackets']",Random,Blue Jackets,7506
2628,"['Blue Jackets', 'Hurricanes', 'Rangers', 'Blue Jackets', 'Penguins', 'Flyers', 'Capitals', 'Islanders', 'Devils']",Random,Blue Jackets,7507
2669,"['Blue Jackets', 'Devils', 'Capitals', 'Flyers', 'Islanders', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Rangers']",Random,Blue Jackets,7508
2036,"['Blue Jackets', 'Hurricanes', 'Devils', 'Rangers', 'Islanders', 'Flyers', 'Penguins', 'Blue Jackets', 'Capitals']",Random,Blue Jackets,7509
2762,"['Blue Jackets', 'Capitals', 'Rangers', 'Penguins', 'Blue Jackets', 'Islanders', 'Devils', 'Hurricanes', 'Flyers']",Random,Blue Jackets,7510
2286,"['Blue Jackets', 'Islanders', 'Hurricanes', 'Capitals', 'Devils', 'Flyers', 'Rangers', 'Penguins', 'Blue Jackets']",Random,Blue Jackets,7511
2686,"['Blue Jackets', 'Flyers', 'Hurricanes', 'Capitals', 'Devils', 'Penguins', 'Rangers', 'Islanders', 'Blue Jackets']",Random,Blue Jackets,7512
2435,"['Blue Jackets', 'Hurricanes', 'Islanders', 'Flyers', 'Rangers', 'Capitals', 'Devils', 'Penguins', 'Blue Jackets']",Random,Blue Jackets,7513
2626,"['Blue Jackets', 'Devils', 'Penguins', 'Hurricanes', 'Blue Jackets', 'Flyers', 'Capitals', 'Rangers', 'Islanders']",Random,Blue Jackets,7514
2373,"['Blue Jackets', 'Capitals', 'Rangers', 'Islanders', 'Hurricanes', 'Devils', 'Flyers', 'Blue Jackets', 'Penguins']",Random,Blue Jackets,7515
2956,"['Blue Jackets', 'Hurricanes', 'Rangers', 'Penguins', 'Devils', 'Flyers', 'Islanders', 'Blue Jackets', 'Capitals']",Random,Blue Jackets,7516
2580,"['Blue Jackets', 'Islanders', 'Capitals', 'Rangers', 'Hurricanes', 'Devils', 'Flyers', 'Penguins', 'Blue Jackets']",Random,Blue Jackets,7517
2529,"['Blue Jackets', 'Islanders', 'Rangers', 'Blue Jackets', 'Capitals', 'Flyers', 'Devils', 'Penguins', 'Hurricanes']",Random,Blue Jackets,7518
2485,"['Blue Jackets', 'Capitals', 'Flyers', 'Rangers', 'Hurricanes', 'Islanders', 'Devils', 'Blue Jackets', 'Penguins']",Random,Blue Jackets,7519
3039,"['Blue Jackets', 'Rangers', 'Hurricanes', 'Flyers', 'Blue Jackets', 'Capitals', 'Penguins', 'Devils', 'Islanders']",Random,Blue Jackets,7520
3052,"['Blue Jackets', 'Rangers', 'Blue Jackets', 'Devils', 'Islanders', 'Penguins', 'Capitals', 'Hurricanes', 'Flyers']",Random,Blue Jackets,7521
2674,"['Blue Jackets', 'Islanders', 'Blue Jackets', 'Penguins', 'Devils', 'Hurricanes', 'Capitals', 'Flyers', 'Rangers']",Random,Blue Jackets,7522
2792,"['Blue Jackets', 'Devils', 'Hurricanes', 'Penguins', 'Capitals', 'Blue Jackets', 'Islanders', 'Rangers', 'Flyers']",Random,Blue Jackets,7523
2147,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Capitals', 'Islanders', 'Devils', 'Rangers', 'Hurricanes', 'Flyers']",Random,Blue Jackets,7524
2955,"['Blue Jackets', 'Devils', 'Blue Jackets', 'Capitals', 'Islanders', 'Penguins', 'Rangers', 'Flyers', 'Hurricanes']",Random,Blue Jackets,7525
3273,"['Blue Jackets', 'Rangers', 'Penguins', 'Capitals', 'Devils', 'Blue Jackets', 'Flyers', 'Hurricanes', 'Islanders']",Random,Blue Jackets,7526
2654,"['Blue Jackets', 'Penguins', 'Devils', 'Hurricanes', 'Capitals', 'Rangers', 'Flyers', 'Blue Jackets', 'Islanders']",Random,Blue Jackets,7527
1603,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Islanders', 'Devils', 'Flyers', 'Rangers']",Random,Blue Jackets,7528
2639,"['Blue Jackets', 'Capitals', 'Penguins', 'Islanders', 'Devils', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Rangers']",Random,Blue Jackets,7529
2611,"['Blue Jackets', 'Devils', 'Blue Jackets', 'Capitals', 'Penguins', 'Islanders', 'Rangers', 'Flyers', 'Hurricanes']",Random,Blue Jackets,7530
2787,"['Blue Jackets', 'Capitals', 'Penguins', 'Hurricanes', 'Devils', 'Rangers', 'Blue Jackets', 'Flyers', 'Islanders']",Random,Blue Jackets,7531
2825,"['Blue Jackets', 'Flyers', 'Hurricanes', 'Islanders', 'Penguins', 'Blue Jackets', 'Rangers', 'Devils', 'Capitals']",Random,Blue Jackets,7532
2167,"['Blue Jackets', 'Capitals', 'Devils', 'Islanders', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Flyers']",Random,Blue Jackets,7533
2983,"['Blue Jackets', 'Islanders', 'Capitals', 'Devils', 'Rangers', 'Blue Jackets', 'Flyers', 'Hurricanes', 'Penguins']",Random,Blue Jackets,7534
2493,"['Blue Jackets', 'Capitals', 'Flyers', 'Blue Jackets', 'Devils', 'Rangers', 'Islanders', 'Penguins', 'Hurricanes']",Random,Blue Jackets,7535
2172,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Penguins', 'Devils', 'Islanders', 'Flyers', 'Rangers', 'Blue Jackets']",Random,Blue Jackets,7536
2811,"['Blue Jackets', 'Flyers', 'Islanders', 'Blue Jackets', 'Capitals', 'Rangers', 'Devils', 'Hurricanes', 'Penguins']",Random,Blue Jackets,7537
2767,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Rangers', 'Penguins', 'Flyers', 'Devils', 'Blue Jackets', 'Islanders']",Random,Blue Jackets,7538
2389,"['Blue Jackets', 'Islanders', 'Devils', 'Capitals', 'Hurricanes', 'Flyers', 'Rangers', 'Blue Jackets', 'Penguins']",Random,Blue Jackets,7539
2723,"['Blue Jackets', 'Penguins', 'Devils', 'Blue Jackets', 'Capitals', 'Flyers', 'Rangers', 'Hurricanes', 'Islanders']",Random,Blue Jackets,7540
1603,"['Blue Jackets', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Devils', 'Islanders', 'Flyers', 'Rangers']",Random,Blue Jackets,7541
2965,"['Blue Jackets', 'Capitals', 'Devils', 'Blue Jackets', 'Islanders', 'Rangers', 'Penguins', 'Hurricanes', 'Flyers']",Random,Blue Jackets,7542
2961,"['Blue Jackets', 'Flyers', 'Hurricanes', 'Rangers', 'Penguins', 'Blue Jackets', 'Islanders', 'Devils', 'Capitals']",Random,Blue Jackets,7543
2637,"['Blue Jackets', 'Islanders', 'Penguins', 'Rangers', 'Devils', 'Flyers', 'Blue Jackets', 'Capitals', 'Hurricanes']",Random,Blue Jackets,7544
2617,"['Blue Jackets', 'Capitals', 'Flyers', 'Blue Jackets', 'Rangers', 'Islanders', 'Devils', 'Hurricanes', 'Penguins']",Random,Blue Jackets,7545
3401,"['Blue Jackets', 'Devils', 'Hurricanes', 'Rangers', 'Penguins', 'Islanders', 'Flyers', 'Blue Jackets', 'Capitals']",Random,Blue Jackets,7546
2148,"['Blue Jackets', 'Capitals', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Rangers', 'Devils', 'Islanders']",Random,Blue Jackets,7547
2496,"['Blue Jackets', 'Hurricanes', 'Penguins', 'Capitals', 'Rangers', 'Islanders', 'Devils', 'Blue Jackets', 'Flyers']",Random,Blue Jackets,7548
2954,"['Blue Jackets', 'Hurricanes', 'Devils', 'Blue Jackets', 'Capitals', 'Islanders', 'Penguins', 'Rangers', 'Flyers']",Random,Blue Jackets,7549
2682,"['Blue Jackets', 'Capitals', 'Islanders', 'Flyers', 'Rangers', 'Penguins', 'Hurricanes', 'Devils', 'Blue Jackets']",Random,Blue Jackets,7550
2074,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Devils', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Flyers']",Random,Blue Jackets,7551
2826,"['Blue Jackets', 'Rangers', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Islanders', 'Flyers', 'Devils', 'Penguins']",Random,Blue Jackets,7552
2177,"['Blue Jackets', 'Islanders', 'Devils', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Flyers', 'Rangers']",Random,Blue Jackets,7553
2620,"['Blue Jackets', 'Islanders', 'Hurricanes', 'Penguins', 'Rangers', 'Devils', 'Flyers', 'Capitals', 'Blue Jackets']",Random,Blue Jackets,7554
2515,"['Blue Jackets', 'Rangers', 'Islanders', 'Flyers', 'Capitals', 'Penguins', 'Hurricanes', 'Devils', 'Blue Jackets']",Random,Blue Jackets,7555
2826,"['Blue Jackets', 'Penguins', 'Capitals', 'Rangers', 'Blue Jackets', 'Devils', 'Hurricanes', 'Islanders', 'Flyers']",Random,Blue Jackets,7556
2542,"['Blue Jackets', 'Rangers', 'Capitals', 'Flyers', 'Devils', 'Islanders', 'Hurricanes', 'Penguins', 'Blue Jackets']",Random,Blue Jackets,7557
3589,"['Blue Jackets', 'Islanders', 'Hurricanes', 'Rangers', 'Capitals', 'Flyers', 'Penguins', 'Devils', 'Blue Jackets']",Random,Blue Jackets,7558
2823,"['Blue Jackets', 'Islanders', 'Devils', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Rangers', 'Penguins', 'Flyers']",Random,Blue Jackets,7559
2260,"['Blue Jackets', 'Hurricanes', 'Capitals', 'Flyers', 'Rangers', 'Islanders', 'Penguins', 'Devils', 'Blue Jackets']",Random,Blue Jackets,7560
2659,"['Blue Jackets', 'Capitals', 'Penguins', 'Rangers', 'Devils', 'Islanders', 'Blue Jackets', 'Flyers', 'Hurricanes']",Random,Blue Jackets,7561
2798,"['Blue Jackets', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Devils', 'Islanders', 'Capitals', 'Flyers', 'Penguins']",Random,Blue Jackets,7562
3222,"['Blue Jackets', 'Devils', 'Hurricanes', 'Penguins', 'Flyers', 'Capitals', 'Rangers', 'Blue Jackets', 'Islanders']",Random,Blue Jackets,7563
3345,"['Blue Jackets', 'Flyers', 'Rangers', 'Capitals', 'Blue Jackets', 'Devils', 'Hurricanes', 'Penguins', 'Islanders']",Random,Blue Jackets,7564
2523,"['Blue Jackets', 'Devils', 'Islanders', 'Rangers', 'Capitals', 'Flyers', 'Penguins', 'Hurricanes', 'Blue Jackets']",Random,Blue Jackets,7565
3024,"['Blue Jackets', 'Rangers', 'Penguins', 'Flyers', 'Blue Jackets', 'Hurricanes', 'Devils', 'Capitals', 'Islanders']",Random,Blue Jackets,7566
2931,"['Blue Jackets', 'Islanders', 'Flyers', 'Capitals', 'Penguins', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Devils']",Random,Blue Jackets,7567
2701,"['Blue Jackets', 'Capitals', 'Blue Jackets', 'Flyers', 'Hurricanes', 'Penguins', 'Islanders', 'Rangers', 'Devils']",Random,Blue Jackets,7568
3010,"['Blue Jackets', 'Devils', 'Capitals', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Rangers', 'Penguins', 'Islanders']",Random,Blue Jackets,7569
