Cost,Path,Function-Type,Start,Iteration
1693,"['Islanders', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals']",Simple,Islanders,1339
2007,"['Islanders', 'Flyers', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Capitals', 'Rangers', 'Devils', 'Islanders']",Simple,Islanders,1340
1879,"['Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Devils', 'Rangers', 'Islanders', 'Flyers', 'Capitals']",Simple,Islanders,1341
2090,"['Islanders', 'Flyers', 'Devils', 'Islanders', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Capitals', 'Rangers']",Simple,Islanders,1342
2056,"['Islanders', 'Rangers', 'Islanders', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Penguins', 'Devils']",Simple,Islanders,1343
2156,"['Islanders', 'Rangers', 'Penguins', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Islanders', 'Devils']",Simple,Islanders,1344
1729,"['Islanders', 'Hurricanes', 'Capitals', 'Rangers', 'Islanders', 'Devils', 'Flyers', 'Penguins', 'Blue Jackets']",Simple,Islanders,1345
1745,"['Islanders', 'Capitals', 'Flyers', 'Devils', 'Islanders', 'Rangers', 'Blue Jackets', 'Penguins', 'Hurricanes']",Simple,Islanders,1346
1830,"['Islanders', 'Blue Jackets', 'Penguins', 'Capitals', 'Flyers', 'Devils', 'Rangers', 'Islanders', 'Hurricanes']",Simple,Islanders,1347
1772,"['Islanders', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Devils', 'Flyers', 'Rangers', 'Islanders']",Simple,Islanders,1348
1745,"['Islanders', 'Blue Jackets', 'Penguins', 'Devils', 'Islanders', 'Rangers', 'Flyers', 'Capitals', 'Hurricanes']",Simple,Islanders,1349
1728,"['Islanders', 'Rangers', 'Devils', 'Capitals', 'Hurricanes', 'Islanders', 'Flyers', 'Penguins', 'Blue Jackets']",Simple,Islanders,1350
1712,"['Islanders', 'Capitals', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Devils', 'Rangers', 'Islanders']",Simple,Islanders,1351
2043,"['Islanders', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets', 'Rangers', 'Devils', 'Flyers', 'Islanders']",Simple,Islanders,1352
1889,"['Islanders', 'Flyers', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Devils', 'Islanders']",Simple,Islanders,1353
2099,"['Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Islanders', 'Devils', 'Capitals', 'Rangers']",Simple,Islanders,1354
2117,"['Islanders', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Capitals', 'Devils', 'Flyers', 'Islanders', 'Rangers']",Simple,Islanders,1355
2140,"['Islanders', 'Penguins', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Islanders', 'Rangers', 'Devils', 'Flyers']",Simple,Islanders,1356
1958,"['Islanders', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Flyers', 'Devils', 'Capitals', 'Rangers', 'Islanders']",Simple,Islanders,1357
2227,"['Islanders', 'Flyers', 'Islanders', 'Devils', 'Capitals', 'Blue Jackets', 'Penguins', 'Hurricanes', 'Rangers']",Simple,Islanders,1358
1887,"['Islanders', 'Flyers', 'Devils', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Islanders']",Simple,Islanders,1359
2304,"['Islanders', 'Penguins', 'Flyers', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Devils', 'Islanders', 'Rangers']",Simple,Islanders,1360
1874,"['Islanders', 'Rangers', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins', 'Flyers', 'Devils', 'Islanders']",Simple,Islanders,1361
1892,"['Islanders', 'Flyers', 'Rangers', 'Islanders', 'Blue Jackets', 'Penguins', 'Capitals', 'Devils', 'Hurricanes']",Simple,Islanders,1362
2230,"['Islanders', 'Hurricanes', 'Capitals', 'Devils', 'Rangers', 'Blue Jackets', 'Penguins', 'Flyers', 'Islanders']",Simple,Islanders,1363
1874,"['Islanders', 'Devils', 'Rangers', 'Islanders', 'Capitals', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Flyers']",Simple,Islanders,1364
2038,"['Islanders', 'Rangers', 'Capitals', 'Islanders', 'Devils', 'Flyers', 'Hurricanes', 'Penguins', 'Blue Jackets']",Simple,Islanders,1365
1900,"['Islanders', 'Flyers', 'Rangers', 'Hurricanes', 'Capitals', 'Islanders', 'Devils', 'Penguins', 'Blue Jackets']",Simple,Islanders,1366
1693,"['Islanders', 'Devils', 'Flyers', 'Islanders', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals']",Simple,Islanders,1367
2237,"['Islanders', 'Flyers', 'Penguins', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Devils', 'Rangers']",Simple,Islanders,1368
1539,"['Islanders', 'Flyers', 'Rangers', 'Islanders', 'Devils', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Islanders,1369
1797,"['Islanders', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Blue Jackets', 'Penguins', 'Hurricanes', 'Capitals']",Simple,Islanders,1370
1940,"['Islanders', 'Devils', 'Capitals', 'Rangers', 'Flyers', 'Islanders', 'Blue Jackets', 'Penguins', 'Hurricanes']",Simple,Islanders,1371
1830,"['Islanders', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Islanders', 'Devils', 'Flyers', 'Rangers']",Simple,Islanders,1372
1877,"['Islanders', 'Devils', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins', 'Flyers', 'Rangers', 'Islanders']",Simple,Islanders,1373
1914,"['Islanders', 'Flyers', 'Islanders', 'Devils', 'Capitals', 'Rangers', 'Hurricanes', 'Penguins', 'Blue Jackets']",Simple,Islanders,1374
1808,"['Islanders', 'Hurricanes', 'Islanders', 'Rangers', 'Devils', 'Flyers', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Islanders,1375
1848,"['Islanders', 'Rangers', 'Islanders', 'Flyers', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Devils']",Simple,Islanders,1376
2117,"['Islanders', 'Rangers', 'Devils', 'Hurricanes', 'Penguins', 'Islanders', 'Flyers', 'Capitals', 'Blue Jackets']",Simple,Islanders,1377
2200,"['Islanders', 'Flyers', 'Devils', 'Islanders', 'Penguins', 'Hurricanes', 'Capitals', 'Rangers', 'Blue Jackets']",Simple,Islanders,1378
2178,"['Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Devils', 'Islanders', 'Rangers', 'Capitals']",Simple,Islanders,1379
1833,"['Islanders', 'Capitals', 'Islanders', 'Devils', 'Rangers', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Islanders,1380
2148,"['Islanders', 'Devils', 'Rangers', 'Flyers', 'Penguins', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Islanders']",Simple,Islanders,1381
1854,"['Islanders', 'Devils', 'Capitals', 'Flyers', 'Islanders', 'Rangers', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1382
2047,"['Islanders', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Hurricanes', 'Penguins', 'Capitals', 'Blue Jackets']",Simple,Islanders,1383
1867,"['Islanders', 'Devils', 'Islanders', 'Flyers', 'Rangers', 'Penguins', 'Capitals', 'Blue Jackets', 'Hurricanes']",Simple,Islanders,1384
1785,"['Islanders', 'Devils', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Rangers', 'Flyers', 'Islanders']",Simple,Islanders,1385
2429,"['Islanders', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Islanders', 'Rangers', 'Penguins', 'Devils', 'Flyers']",Simple,Islanders,1386
2005,"['Islanders', 'Rangers', 'Penguins', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Flyers', 'Devils', 'Islanders']",Simple,Islanders,1387
1617,"['Islanders', 'Devils', 'Islanders', 'Rangers', 'Flyers', 'Penguins', 'Capitals', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1388
1653,"['Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Flyers', 'Devils', 'Islanders', 'Rangers']",Simple,Islanders,1389
2176,"['Islanders', 'Penguins', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Islanders', 'Rangers', 'Devils']",Simple,Islanders,1390
1867,"['Islanders', 'Flyers', 'Devils', 'Islanders', 'Rangers', 'Capitals', 'Blue Jackets', 'Penguins', 'Hurricanes']",Simple,Islanders,1391
1446,"['Islanders', 'Flyers', 'Devils', 'Rangers', 'Islanders', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Islanders,1392
1988,"['Islanders', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Devils', 'Rangers', 'Islanders', 'Flyers']",Simple,Islanders,1393
2144,"['Islanders', 'Capitals', 'Blue Jackets', 'Penguins', 'Flyers', 'Hurricanes', 'Devils', 'Rangers', 'Islanders']",Simple,Islanders,1394
2298,"['Islanders', 'Hurricanes', 'Penguins', 'Rangers', 'Islanders', 'Devils', 'Capitals', 'Flyers', 'Blue Jackets']",Simple,Islanders,1395
1811,"['Islanders', 'Devils', 'Capitals', 'Penguins', 'Blue Jackets', 'Rangers', 'Islanders', 'Flyers', 'Hurricanes']",Simple,Islanders,1396
1977,"['Islanders', 'Devils', 'Rangers', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Flyers', 'Capitals']",Simple,Islanders,1397
2053,"['Islanders', 'Flyers', 'Devils', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Islanders', 'Capitals']",Simple,Islanders,1398
1508,"['Islanders', 'Devils', 'Rangers', 'Islanders', 'Flyers', 'Blue Jackets', 'Penguins', 'Capitals', 'Hurricanes']",Simple,Islanders,1399
2120,"['Islanders', 'Capitals', 'Blue Jackets', 'Penguins', 'Hurricanes', 'Islanders', 'Devils', 'Rangers', 'Flyers']",Simple,Islanders,1400
1850,"['Islanders', 'Devils', 'Rangers', 'Blue Jackets', 'Penguins', 'Flyers', 'Islanders', 'Capitals', 'Hurricanes']",Simple,Islanders,1401
1674,"['Islanders', 'Devils', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Flyers', 'Capitals', 'Hurricanes']",Simple,Islanders,1402
2197,"['Islanders', 'Rangers', 'Hurricanes', 'Flyers', 'Devils', 'Capitals', 'Blue Jackets', 'Penguins', 'Islanders']",Simple,Islanders,1403
2190,"['Islanders', 'Flyers', 'Rangers', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Islanders', 'Devils']",Simple,Islanders,1404
1884,"['Islanders', 'Rangers', 'Capitals', 'Islanders', 'Devils', 'Flyers', 'Penguins', 'Blue Jackets', 'Hurricanes']",Simple,Islanders,1405
2073,"['Islanders', 'Capitals', 'Devils', 'Rangers', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Islanders']",Simple,Islanders,1406
1810,"['Islanders', 'Rangers', 'Devils', 'Hurricanes', 'Flyers', 'Islanders', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Islanders,1407
1808,"['Islanders', 'Devils', 'Rangers', 'Flyers', 'Islanders', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins']",Simple,Islanders,1408
1706,"['Islanders', 'Devils', 'Hurricanes', 'Capitals', 'Flyers', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets']",Simple,Islanders,1409
1687,"['Islanders', 'Flyers', 'Rangers', 'Islanders', 'Devils', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1410
2074,"['Islanders', 'Flyers', 'Capitals', 'Devils', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Islanders']",Simple,Islanders,1411
2159,"['Islanders', 'Devils', 'Capitals', 'Rangers', 'Islanders', 'Penguins', 'Flyers', 'Blue Jackets', 'Hurricanes']",Simple,Islanders,1412
2022,"['Islanders', 'Rangers', 'Devils', 'Flyers', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Islanders', 'Penguins']",Simple,Islanders,1413
2230,"['Islanders', 'Hurricanes', 'Capitals', 'Devils', 'Rangers', 'Blue Jackets', 'Penguins', 'Flyers', 'Islanders']",Simple,Islanders,1414
2154,"['Islanders', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Islanders', 'Rangers', 'Flyers', 'Devils', 'Penguins']",Simple,Islanders,1415
2124,"['Islanders', 'Penguins', 'Blue Jackets', 'Devils', 'Flyers', 'Hurricanes', 'Capitals', 'Rangers', 'Islanders']",Simple,Islanders,1416
1961,"['Islanders', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Flyers', 'Islanders', 'Rangers', 'Devils']",Simple,Islanders,1417
2200,"['Islanders', 'Flyers', 'Rangers', 'Capitals', 'Hurricanes', 'Islanders', 'Devils', 'Penguins', 'Blue Jackets']",Simple,Islanders,1418
2123,"['Islanders', 'Flyers', 'Rangers', 'Penguins', 'Capitals', 'Devils', 'Islanders', 'Blue Jackets', 'Hurricanes']",Simple,Islanders,1419
2140,"['Islanders', 'Rangers', 'Penguins', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Islanders', 'Flyers', 'Devils']",Simple,Islanders,1420
1822,"['Islanders', 'Penguins', 'Blue Jackets', 'Capitals', 'Rangers', 'Islanders', 'Devils', 'Flyers', 'Hurricanes']",Simple,Islanders,1421
2067,"['Islanders', 'Flyers', 'Rangers', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Capitals', 'Devils', 'Islanders']",Simple,Islanders,1422
2074,"['Islanders', 'Devils', 'Flyers', 'Capitals', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Islanders']",Simple,Islanders,1423
2073,"['Islanders', 'Penguins', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Devils', 'Flyers', 'Rangers', 'Islanders']",Simple,Islanders,1424
1799,"['Islanders', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Flyers', 'Islanders', 'Rangers', 'Devils']",Simple,Islanders,1425
2139,"['Islanders', 'Rangers', 'Hurricanes', 'Flyers', 'Capitals', 'Blue Jackets', 'Penguins', 'Devils', 'Islanders']",Simple,Islanders,1426
1795,"['Islanders', 'Rangers', 'Devils', 'Islanders', 'Flyers', 'Penguins', 'Hurricanes', 'Capitals', 'Blue Jackets']",Simple,Islanders,1427
1901,"['Islanders', 'Devils', 'Islanders', 'Rangers', 'Hurricanes', 'Flyers', 'Capitals', 'Blue Jackets', 'Penguins']",Simple,Islanders,1428
2007,"['Islanders', 'Flyers', 'Islanders', 'Rangers', 'Devils', 'Penguins', 'Hurricanes', 'Blue Jackets', 'Capitals']",Simple,Islanders,1429
1894,"['Islanders', 'Capitals', 'Hurricanes', 'Islanders', 'Rangers', 'Devils', 'Flyers', 'Blue Jackets', 'Penguins']",Simple,Islanders,1430
1846,"['Islanders', 'Flyers', 'Devils', 'Rangers', 'Islanders', 'Penguins', 'Hurricanes', 'Capitals', 'Blue Jackets']",Simple,Islanders,1431
1716,"['Islanders', 'Devils', 'Capitals', 'Flyers', 'Rangers', 'Islanders', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Islanders,1432
2190,"['Islanders', 'Devils', 'Flyers', 'Rangers', 'Capitals', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Islanders']",Simple,Islanders,1433
1880,"['Islanders', 'Capitals', 'Rangers', 'Islanders', 'Devils', 'Flyers', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1434
2003,"['Islanders', 'Devils', 'Rangers', 'Flyers', 'Hurricanes', 'Capitals', 'Islanders', 'Blue Jackets', 'Penguins']",Simple,Islanders,1435
1888,"['Islanders', 'Flyers', 'Capitals', 'Hurricanes', 'Islanders', 'Rangers', 'Devils', 'Blue Jackets', 'Penguins']",Simple,Islanders,1436
1919,"['Islanders', 'Flyers', 'Devils', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Rangers', 'Islanders', 'Capitals']",Simple,Islanders,1437
1827,"['Islanders', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Islanders', 'Rangers', 'Devils', 'Flyers']",Simple,Islanders,1438
1881,"['Islanders', 'Flyers', 'Islanders', 'Hurricanes', 'Capitals', 'Devils', 'Rangers', 'Penguins', 'Blue Jackets']",Simple,Islanders,1439
1931,"['Islanders', 'Rangers', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Flyers', 'Devils', 'Islanders']",Simple,Islanders,1440
2106,"['Islanders', 'Devils', 'Islanders', 'Flyers', 'Rangers', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1441
2018,"['Islanders', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins', 'Flyers', 'Islanders', 'Devils', 'Rangers']",Simple,Islanders,1442
1955,"['Islanders', 'Rangers', 'Islanders', 'Devils', 'Hurricanes', 'Flyers', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Islanders,1443
1997,"['Islanders', 'Devils', 'Rangers', 'Flyers', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Islanders']",Simple,Islanders,1444
2140,"['Islanders', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Devils', 'Capitals', 'Flyers', 'Rangers', 'Islanders']",Simple,Islanders,1445
1677,"['Islanders', 'Capitals', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Penguins', 'Blue Jackets', 'Hurricanes']",Simple,Islanders,1446
2093,"['Islanders', 'Devils', 'Rangers', 'Islanders', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets', 'Flyers']",Simple,Islanders,1447
1693,"['Islanders', 'Devils', 'Flyers', 'Islanders', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals']",Simple,Islanders,1448
2112,"['Islanders', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Flyers', 'Islanders', 'Rangers', 'Devils']",Simple,Islanders,1449
2091,"['Islanders', 'Capitals', 'Blue Jackets', 'Penguins', 'Hurricanes', 'Devils', 'Islanders', 'Flyers', 'Rangers']",Simple,Islanders,1450
2250,"['Islanders', 'Penguins', 'Blue Jackets', 'Flyers', 'Rangers', 'Hurricanes', 'Capitals', 'Devils', 'Islanders']",Simple,Islanders,1451
2096,"['Islanders', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Islanders', 'Rangers', 'Devils', 'Penguins']",Simple,Islanders,1452
2111,"['Islanders', 'Penguins', 'Rangers', 'Flyers', 'Devils', 'Islanders', 'Capitals', 'Blue Jackets', 'Hurricanes']",Simple,Islanders,1453
1687,"['Islanders', 'Flyers', 'Rangers', 'Islanders', 'Devils', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1454
1890,"['Islanders', 'Devils', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Rangers', 'Flyers', 'Islanders']",Simple,Islanders,1455
2098,"['Islanders', 'Devils', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Rangers', 'Flyers', 'Penguins']",Simple,Islanders,1456
2269,"['Islanders', 'Devils', 'Hurricanes', 'Rangers', 'Islanders', 'Flyers', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Islanders,1457
2273,"['Islanders', 'Rangers', 'Penguins', 'Capitals', 'Flyers', 'Blue Jackets', 'Hurricanes', 'Devils', 'Islanders']",Simple,Islanders,1458
1881,"['Islanders', 'Hurricanes', 'Capitals', 'Islanders', 'Devils', 'Flyers', 'Rangers', 'Penguins', 'Blue Jackets']",Simple,Islanders,1459
1722,"['Islanders', 'Hurricanes', 'Capitals', 'Flyers', 'Devils', 'Rangers', 'Islanders', 'Penguins', 'Blue Jackets']",Simple,Islanders,1460
1821,"['Islanders', 'Rangers', 'Devils', 'Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Capitals']",Simple,Islanders,1461
1809,"['Islanders', 'Flyers', 'Rangers', 'Devils', 'Islanders', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins']",Simple,Islanders,1462
2112,"['Islanders', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Penguins', 'Rangers', 'Islanders', 'Devils', 'Flyers']",Simple,Islanders,1463
2473,"['Islanders', 'Hurricanes', 'Penguins', 'Flyers', 'Blue Jackets', 'Capitals', 'Devils', 'Rangers', 'Islanders']",Simple,Islanders,1464
1923,"['Islanders', 'Rangers', 'Blue Jackets', 'Penguins', 'Capitals', 'Hurricanes', 'Devils', 'Flyers', 'Islanders']",Simple,Islanders,1465
1940,"['Islanders', 'Capitals', 'Penguins', 'Islanders', 'Rangers', 'Devils', 'Flyers', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1466
2090,"['Islanders', 'Flyers', 'Devils', 'Islanders', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Capitals', 'Rangers']",Simple,Islanders,1467
1716,"['Islanders', 'Capitals', 'Devils', 'Rangers', 'Islanders', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Islanders,1468
2344,"['Islanders', 'Penguins', 'Blue Jackets', 'Capitals', 'Islanders', 'Flyers', 'Hurricanes', 'Devils', 'Rangers']",Simple,Islanders,1469
1916,"['Islanders', 'Capitals', 'Devils', 'Islanders', 'Flyers', 'Rangers', 'Hurricanes', 'Penguins', 'Blue Jackets']",Simple,Islanders,1470
1711,"['Islanders', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Flyers', 'Devils', 'Rangers', 'Islanders']",Simple,Islanders,1471
2159,"['Islanders', 'Penguins', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Islanders', 'Rangers', 'Flyers', 'Devils']",Simple,Islanders,1472
1538,"['Islanders', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Islanders,1473
1912,"['Islanders', 'Rangers', 'Flyers', 'Islanders', 'Devils', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Penguins']",Simple,Islanders,1474
2041,"['Islanders', 'Devils', 'Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Capitals', 'Rangers']",Simple,Islanders,1475
1538,"['Islanders', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Islanders,1476
2106,"['Islanders', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1477
2165,"['Islanders', 'Hurricanes', 'Devils', 'Flyers', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Islanders,1478
1577,"['Islanders', 'Devils', 'Capitals', 'Flyers', 'Rangers', 'Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes']",Simple,Islanders,1479
2030,"['Islanders', 'Flyers', 'Islanders', 'Devils', 'Capitals', 'Rangers', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1480
1889,"['Islanders', 'Flyers', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Devils', 'Islanders']",Simple,Islanders,1481
1820,"['Islanders', 'Rangers', 'Islanders', 'Devils', 'Blue Jackets', 'Penguins', 'Capitals', 'Hurricanes', 'Flyers']",Simple,Islanders,1482
2049,"['Islanders', 'Rangers', 'Hurricanes', 'Flyers', 'Devils', 'Capitals', 'Islanders', 'Penguins', 'Blue Jackets']",Simple,Islanders,1483
1871,"['Islanders', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Islanders,1484
1477,"['Islanders', 'Devils', 'Rangers', 'Islanders', 'Flyers', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Islanders,1485
1610,"['Islanders', 'Rangers', 'Flyers', 'Islanders', 'Devils', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals']",Simple,Islanders,1486
1988,"['Islanders', 'Devils', 'Islanders', 'Flyers', 'Rangers', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Islanders,1487
2151,"['Islanders', 'Capitals', 'Hurricanes', 'Flyers', 'Devils', 'Blue Jackets', 'Penguins', 'Islanders', 'Rangers']",Simple,Islanders,1488
2077,"['Islanders', 'Rangers', 'Flyers', 'Devils', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Islanders']",Simple,Islanders,1489
1800,"['Islanders', 'Capitals', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Islanders', 'Rangers', 'Devils']",Simple,Islanders,1490
1752,"['Islanders', 'Devils', 'Islanders', 'Rangers', 'Blue Jackets', 'Penguins', 'Capitals', 'Flyers', 'Hurricanes']",Simple,Islanders,1491
2039,"['Islanders', 'Capitals', 'Flyers', 'Islanders', 'Rangers', 'Devils', 'Blue Jackets', 'Hurricanes', 'Penguins']",Simple,Islanders,1492
2104,"['Islanders', 'Devils', 'Flyers', 'Hurricanes', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Islanders,1493
2560,"['Islanders', 'Blue Jackets', 'Devils', 'Penguins', 'Hurricanes', 'Capitals', 'Rangers', 'Islanders', 'Flyers']",Simple,Islanders,1494
1728,"['Islanders', 'Flyers', 'Rangers', 'Devils', 'Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals']",Simple,Islanders,1495
1672,"['Islanders', 'Rangers', 'Devils', 'Flyers', 'Islanders', 'Penguins', 'Capitals', 'Hurricanes', 'Blue Jackets']",Simple,Islanders,1496
1942,"['Islanders', 'Capitals', 'Blue Jackets', 'Penguins', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Hurricanes']",Simple,Islanders,1497
1631,"['Islanders', 'Devils', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Flyers', 'Rangers', 'Islanders']",Simple,Islanders,1498
2240,"['Islanders', 'Devils', 'Rangers', 'Flyers', 'Hurricanes', 'Islanders', 'Penguins', 'Blue Jackets', 'Capitals']",Simple,Islanders,1499
1926,"['Islanders', 'Flyers', 'Rangers', 'Devils', 'Penguins', 'Blue Jackets', 'Islanders', 'Capitals', 'Hurricanes']",Simple,Islanders,1500
1677,"['Islanders', 'Rangers', 'Islanders', 'Devils', 'Flyers', 'Penguins', 'Hurricanes', 'Capitals', 'Blue Jackets']",Random,Islanders,1501
1770,"['Islanders', 'Rangers', 'Islanders', 'Flyers', 'Capitals', 'Hurricanes', 'Devils', 'Blue Jackets', 'Penguins']",Random,Islanders,1502
2400,"['Islanders', 'Rangers', 'Capitals', 'Hurricanes', 'Penguins', 'Devils', 'Flyers', 'Islanders', 'Blue Jackets']",Random,Islanders,1503
2283,"['Islanders', 'Capitals', 'Blue Jackets', 'Flyers', 'Devils', 'Islanders', 'Rangers', 'Hurricanes', 'Penguins']",Random,Islanders,1504
2021,"['Islanders', 'Blue Jackets', 'Penguins', 'Flyers', 'Capitals', 'Devils', 'Rangers', 'Islanders', 'Hurricanes']",Random,Islanders,1505
2217,"['Islanders', 'Blue Jackets', 'Penguins', 'Flyers', 'Islanders', 'Rangers', 'Hurricanes', 'Capitals', 'Devils']",Random,Islanders,1506
