Cost,Path,Function-Type,Start
4563,"['Maple Leafs', 'Canadiens', 'Bruins', 'Senators', 'Maple Leafs', 'Panthers', 'Lightning', 'Red Wings', 'Sabres']",Simple,Maple Leafs
4881,"['Maple Leafs', 'Lightning', 'Panthers', 'Sabres', 'Canadiens', 'Bruins', 'Senators', 'Red Wings', 'Maple Leafs']",Simple,Maple Leafs
4741,"['Maple Leafs', 'Bruins', 'Sabres', 'Maple Leafs', 'Lightning', 'Panthers', 'Red Wings', 'Senators', 'Canadiens']",Simple,Maple Leafs
4988,"['Maple Leafs', 'Senators', 'Red Wings', 'Panthers', 'Lightning', 'Bruins', 'Sabres', 'Canadiens', 'Maple Leafs']",Simple,Maple Leafs
5275,"['Maple Leafs', 'Bruins', 'Senators', 'Sabres', 'Panthers', 'Lightning', 'Canadiens', 'Red Wings', 'Maple Leafs']",Simple,Maple Leafs
4881,"['Maple Leafs', 'Canadiens', 'Bruins', 'Red Wings', 'Panthers', 'Lightning', 'Sabres', 'Senators', 'Maple Leafs']",Simple,Maple Leafs
4081,"['Maple Leafs', 'Red Wings', 'Maple Leafs', 'Bruins', 'Senators', 'Sabres', 'Canadiens', 'Panthers', 'Lightning']",Simple,Maple Leafs
3829,"['Maple Leafs', 'Bruins', 'Canadiens', 'Red Wings', 'Senators', 'Maple Leafs', 'Sabres', 'Lightning', 'Panthers']",Simple,Maple Leafs
5816,"['Maple Leafs', 'Red Wings', 'Sabres', 'Maple Leafs', 'Canadiens', 'Bruins', 'Panthers', 'Senators', 'Lightning']",Simple,Maple Leafs
5130,"['Maple Leafs', 'Red Wings', 'Senators', 'Canadiens', 'Lightning', 'Panthers', 'Maple Leafs', 'Bruins', 'Sabres']",Simple,Maple Leafs
5367,"['Maple Leafs', 'Sabres', 'Canadiens', 'Senators', 'Maple Leafs', 'Red Wings', 'Panthers', 'Bruins', 'Lightning']",Simple,Maple Leafs
5452,"['Maple Leafs', 'Sabres', 'Senators', 'Bruins', 'Canadiens', 'Maple Leafs', 'Lightning', 'Red Wings', 'Panthers']",Simple,Maple Leafs
4235,"['Maple Leafs', 'Canadiens', 'Senators', 'Bruins', 'Lightning', 'Panthers', 'Red Wings', 'Maple Leafs', 'Sabres']",Simple,Maple Leafs
4841,"['Maple Leafs', 'Sabres', 'Senators', 'Maple Leafs', 'Bruins', 'Lightning', 'Panthers', 'Red Wings', 'Canadiens']",Simple,Maple Leafs
3931,"['Maple Leafs', 'Bruins', 'Canadiens', 'Red Wings', 'Sabres', 'Maple Leafs', 'Senators', 'Panthers', 'Lightning']",Simple,Maple Leafs
2931,"['Maple Leafs', 'Red Wings', 'Sabres', 'Maple Leafs', 'Senators', 'Canadiens', 'Bruins', 'Lightning', 'Panthers']",Simple,Maple Leafs
5105,"['Maple Leafs', 'Canadiens', 'Sabres', 'Red Wings', 'Panthers', 'Lightning', 'Senators', 'Bruins', 'Maple Leafs']",Simple,Maple Leafs
5097,"['Maple Leafs', 'Bruins', 'Canadiens', 'Panthers', 'Lightning', 'Sabres', 'Senators', 'Red Wings', 'Maple Leafs']",Simple,Maple Leafs
4612,"['Maple Leafs', 'Bruins', 'Lightning', 'Panthers', 'Canadiens', 'Senators', 'Sabres', 'Maple Leafs', 'Red Wings']",Simple,Maple Leafs
4090,"['Maple Leafs', 'Senators', 'Canadiens', 'Sabres', 'Maple Leafs', 'Red Wings', 'Lightning', 'Panthers', 'Bruins']",Simple,Maple Leafs
4630,"['Maple Leafs', 'Red Wings', 'Lightning', 'Panthers', 'Senators', 'Bruins', 'Sabres', 'Maple Leafs', 'Canadiens']",Simple,Maple Leafs
3767,"['Maple Leafs', 'Senators', 'Red Wings', 'Sabres', 'Bruins', 'Canadiens', 'Maple Leafs', 'Lightning', 'Panthers']",Simple,Maple Leafs
4438,"['Maple Leafs', 'Red Wings', 'Maple Leafs', 'Sabres', 'Panthers', 'Lightning', 'Senators', 'Bruins', 'Canadiens']",Simple,Maple Leafs
4250,"['Maple Leafs', 'Sabres', 'Maple Leafs', 'Panthers', 'Lightning', 'Bruins', 'Canadiens', 'Senators', 'Red Wings']",Simple,Maple Leafs
4749,"['Maple Leafs', 'Sabres', 'Red Wings', 'Lightning', 'Panthers', 'Senators', 'Bruins', 'Maple Leafs', 'Canadiens']",Simple,Maple Leafs
4482,"['Maple Leafs', 'Lightning', 'Panthers', 'Sabres', 'Maple Leafs', 'Red Wings', 'Bruins', 'Canadiens', 'Senators']",Simple,Maple Leafs
4359,"['Maple Leafs', 'Senators', 'Bruins', 'Panthers', 'Lightning', 'Red Wings', 'Sabres', 'Maple Leafs', 'Canadiens']",Simple,Maple Leafs
4436,"['Maple Leafs', 'Sabres', 'Red Wings', 'Senators', 'Canadiens', 'Maple Leafs', 'Lightning', 'Panthers', 'Bruins']",Simple,Maple Leafs
4328,"['Maple Leafs', 'Sabres', 'Maple Leafs', 'Red Wings', 'Senators', 'Canadiens', 'Panthers', 'Lightning', 'Bruins']",Simple,Maple Leafs
4604,"['Maple Leafs', 'Lightning', 'Panthers', 'Canadiens', 'Senators', 'Bruins', 'Sabres', 'Maple Leafs', 'Red Wings']",Simple,Maple Leafs
5257,"['Maple Leafs', 'Senators', 'Red Wings', 'Bruins', 'Lightning', 'Panthers', 'Canadiens', 'Sabres', 'Maple Leafs']",Simple,Maple Leafs
4590,"['Maple Leafs', 'Sabres', 'Maple Leafs', 'Senators', 'Lightning', 'Panthers', 'Bruins', 'Canadiens', 'Red Wings']",Simple,Maple Leafs
4743,"['Maple Leafs', 'Bruins', 'Senators', 'Canadiens', 'Sabres', 'Lightning', 'Panthers', 'Maple Leafs', 'Red Wings']",Simple,Maple Leafs
5408,"['Maple Leafs', 'Senators', 'Canadiens', 'Red Wings', 'Maple Leafs', 'Sabres', 'Lightning', 'Bruins', 'Panthers']",Simple,Maple Leafs
4395,"['Maple Leafs', 'Red Wings', 'Sabres', 'Lightning', 'Panthers', 'Bruins', 'Senators', 'Canadiens', 'Maple Leafs']",Simple,Maple Leafs
4348,"['Maple Leafs', 'Senators', 'Canadiens', 'Bruins', 'Maple Leafs', 'Red Wings', 'Lightning', 'Panthers', 'Sabres']",Simple,Maple Leafs
6162,"['Maple Leafs', 'Senators', 'Sabres', 'Panthers', 'Red Wings', 'Canadiens', 'Bruins', 'Maple Leafs', 'Lightning']",Simple,Maple Leafs
4543,"['Maple Leafs', 'Senators', 'Red Wings', 'Panthers', 'Lightning', 'Bruins', 'Canadiens', 'Maple Leafs', 'Sabres']",Simple,Maple Leafs
4026,"['Maple Leafs', 'Senators', 'Canadiens', 'Bruins', 'Panthers', 'Lightning', 'Red Wings', 'Sabres', 'Maple Leafs']",Simple,Maple Leafs
5390,"['Maple Leafs', 'Red Wings', 'Maple Leafs', 'Sabres', 'Senators', 'Canadiens', 'Lightning', 'Bruins', 'Panthers']",Simple,Maple Leafs
4449,"['Maple Leafs', 'Sabres', 'Senators', 'Canadiens', 'Panthers', 'Lightning', 'Red Wings', 'Maple Leafs', 'Bruins']",Simple,Maple Leafs
4844,"['Maple Leafs', 'Sabres', 'Canadiens', 'Red Wings', 'Lightning', 'Panthers', 'Bruins', 'Maple Leafs', 'Senators']",Simple,Maple Leafs
5182,"['Maple Leafs', 'Bruins', 'Red Wings', 'Panthers', 'Lightning', 'Sabres', 'Canadiens', 'Maple Leafs', 'Senators']",Simple,Maple Leafs
4707,"['Maple Leafs', 'Lightning', 'Panthers', 'Senators', 'Sabres', 'Red Wings', 'Maple Leafs', 'Canadiens', 'Bruins']",Simple,Maple Leafs
4623,"['Maple Leafs', 'Senators', 'Bruins', 'Canadiens', 'Sabres', 'Red Wings', 'Lightning', 'Panthers', 'Maple Leafs']",Simple,Maple Leafs
3922,"['Maple Leafs', 'Red Wings', 'Sabres', 'Senators', 'Bruins', 'Maple Leafs', 'Canadiens', 'Lightning', 'Panthers']",Simple,Maple Leafs
3580,"['Maple Leafs', 'Canadiens', 'Senators', 'Bruins', 'Maple Leafs', 'Red Wings', 'Sabres', 'Panthers', 'Lightning']",Simple,Maple Leafs
4262,"['Maple Leafs', 'Red Wings', 'Panthers', 'Lightning', 'Bruins', 'Sabres', 'Maple Leafs', 'Canadiens', 'Senators']",Simple,Maple Leafs
3593,"['Maple Leafs', 'Canadiens', 'Maple Leafs', 'Sabres', 'Red Wings', 'Senators', 'Bruins', 'Lightning', 'Panthers']",Simple,Maple Leafs
3867,"['Maple Leafs', 'Senators', 'Red Wings', 'Canadiens', 'Maple Leafs', 'Sabres', 'Bruins', 'Lightning', 'Panthers']",Simple,Maple Leafs
3558,"['Maple Leafs', 'Red Wings', 'Sabres', 'Senators', 'Canadiens', 'Bruins', 'Maple Leafs', 'Panthers', 'Lightning']",Simple,Maple Leafs
4861,"['Maple Leafs', 'Panthers', 'Lightning', 'Red Wings', 'Bruins', 'Senators', 'Sabres', 'Maple Leafs', 'Canadiens']",Simple,Maple Leafs
4412,"['Maple Leafs', 'Red Wings', 'Maple Leafs', 'Sabres', 'Bruins', 'Lightning', 'Panthers', 'Canadiens', 'Senators']",Simple,Maple Leafs
4657,"['Maple Leafs', 'Canadiens', 'Sabres', 'Red Wings', 'Lightning', 'Panthers', 'Bruins', 'Senators', 'Maple Leafs']",Simple,Maple Leafs
4619,"['Maple Leafs', 'Bruins', 'Lightning', 'Panthers', 'Red Wings', 'Sabres', 'Senators', 'Canadiens', 'Maple Leafs']",Simple,Maple Leafs
4393,"['Maple Leafs', 'Bruins', 'Senators', 'Canadiens', 'Maple Leafs', 'Sabres', 'Panthers', 'Lightning', 'Red Wings']",Simple,Maple Leafs
4680,"['Maple Leafs', 'Senators', 'Bruins', 'Canadiens', 'Sabres', 'Red Wings', 'Panthers', 'Lightning', 'Maple Leafs']",Simple,Maple Leafs
5037,"['Maple Leafs', 'Senators', 'Maple Leafs', 'Bruins', 'Sabres', 'Lightning', 'Panthers', 'Red Wings', 'Canadiens']",Simple,Maple Leafs
2931,"['Maple Leafs', 'Sabres', 'Red Wings', 'Maple Leafs', 'Senators', 'Canadiens', 'Bruins', 'Lightning', 'Panthers']",Simple,Maple Leafs
3455,"['Maple Leafs', 'Canadiens', 'Senators', 'Bruins', 'Red Wings', 'Maple Leafs', 'Sabres', 'Lightning', 'Panthers']",Simple,Maple Leafs
4227,"['Maple Leafs', 'Canadiens', 'Sabres', 'Bruins', 'Maple Leafs', 'Red Wings', 'Senators', 'Lightning', 'Panthers']",Simple,Maple Leafs
4833,"['Maple Leafs', 'Lightning', 'Panthers', 'Bruins', 'Canadiens', 'Maple Leafs', 'Red Wings', 'Senators', 'Sabres']",Simple,Maple Leafs
4635,"['Maple Leafs', 'Red Wings', 'Senators', 'Canadiens', 'Bruins', 'Sabres', 'Lightning', 'Panthers', 'Maple Leafs']",Simple,Maple Leafs
3469,"['Maple Leafs', 'Bruins', 'Canadiens', 'Senators', 'Red Wings', 'Maple Leafs', 'Sabres', 'Panthers', 'Lightning']",Simple,Maple Leafs
4580,"['Maple Leafs', 'Bruins', 'Lightning', 'Panthers', 'Canadiens', 'Senators', 'Maple Leafs', 'Sabres', 'Red Wings']",Simple,Maple Leafs
4867,"['Maple Leafs', 'Sabres', 'Senators', 'Panthers', 'Lightning', 'Red Wings', 'Bruins', 'Canadiens', 'Maple Leafs']",Simple,Maple Leafs
3433,"['Maple Leafs', 'Bruins', 'Canadiens', 'Senators', 'Sabres', 'Red Wings', 'Maple Leafs', 'Lightning', 'Panthers']",Simple,Maple Leafs
4620,"['Maple Leafs', 'Panthers', 'Lightning', 'Red Wings', 'Canadiens', 'Senators', 'Bruins', 'Sabres', 'Maple Leafs']",Simple,Maple Leafs
4861,"['Maple Leafs', 'Senators', 'Red Wings', 'Sabres', 'Canadiens', 'Bruins', 'Panthers', 'Lightning', 'Maple Leafs']",Simple,Maple Leafs
5070,"['Maple Leafs', 'Canadiens', 'Sabres', 'Panthers', 'Lightning', 'Red Wings', 'Senators', 'Bruins', 'Maple Leafs']",Simple,Maple Leafs
5308,"['Maple Leafs', 'Senators', 'Red Wings', 'Canadiens', 'Sabres', 'Panthers', 'Lightning', 'Bruins', 'Maple Leafs']",Simple,Maple Leafs
3932,"['Maple Leafs', 'Red Wings', 'Maple Leafs', 'Bruins', 'Canadiens', 'Sabres', 'Senators', 'Panthers', 'Lightning']",Simple,Maple Leafs
4588,"['Maple Leafs', 'Sabres', 'Lightning', 'Panthers', 'Red Wings', 'Canadiens', 'Bruins', 'Senators', 'Maple Leafs']",Simple,Maple Leafs
4178,"['Maple Leafs', 'Canadiens', 'Senators', 'Bruins', 'Panthers', 'Lightning', 'Red Wings', 'Maple Leafs', 'Sabres']",Simple,Maple Leafs
4897,"['Maple Leafs', 'Canadiens', 'Bruins', 'Sabres', 'Lightning', 'Panthers', 'Maple Leafs', 'Senators', 'Red Wings']",Simple,Maple Leafs
3924,"['Maple Leafs', 'Canadiens', 'Bruins', 'Sabres', 'Senators', 'Red Wings', 'Maple Leafs', 'Panthers', 'Lightning']",Simple,Maple Leafs
5588,"['Maple Leafs', 'Red Wings', 'Sabres', 'Senators', 'Canadiens', 'Bruins', 'Panthers', 'Maple Leafs', 'Lightning']",Simple,Maple Leafs
5062,"['Maple Leafs', 'Sabres', 'Canadiens', 'Maple Leafs', 'Senators', 'Panthers', 'Lightning', 'Bruins', 'Red Wings']",Simple,Maple Leafs
5175,"['Maple Leafs', 'Senators', 'Canadiens', 'Bruins', 'Panthers', 'Red Wings', 'Maple Leafs', 'Sabres', 'Lightning']",Simple,Maple Leafs
4131,"['Maple Leafs', 'Bruins', 'Senators', 'Red Wings', 'Canadiens', 'Maple Leafs', 'Sabres', 'Panthers', 'Lightning']",Simple,Maple Leafs
4031,"['Maple Leafs', 'Canadiens', 'Maple Leafs', 'Red Wings', 'Bruins', 'Senators', 'Sabres', 'Panthers', 'Lightning']",Simple,Maple Leafs
4112,"['Maple Leafs', 'Senators', 'Canadiens', 'Maple Leafs', 'Sabres', 'Red Wings', 'Panthers', 'Lightning', 'Bruins']",Simple,Maple Leafs
6669,"['Maple Leafs', 'Lightning', 'Canadiens', 'Maple Leafs', 'Bruins', 'Red Wings', 'Sabres', 'Senators', 'Panthers']",Simple,Maple Leafs
4928,"['Maple Leafs', 'Canadiens', 'Sabres', 'Bruins', 'Senators', 'Panthers', 'Lightning', 'Red Wings', 'Maple Leafs']",Simple,Maple Leafs
4798,"['Maple Leafs', 'Panthers', 'Lightning', 'Canadiens', 'Bruins', 'Sabres', 'Red Wings', 'Maple Leafs', 'Senators']",Simple,Maple Leafs
4199,"['Maple Leafs', 'Senators', 'Red Wings', 'Maple Leafs', 'Bruins', 'Sabres', 'Canadiens', 'Lightning', 'Panthers']",Simple,Maple Leafs
4121,"['Maple Leafs', 'Sabres', 'Maple Leafs', 'Senators', 'Canadiens', 'Red Wings', 'Lightning', 'Panthers', 'Bruins']",Simple,Maple Leafs
4582,"['Maple Leafs', 'Bruins', 'Lightning', 'Panthers', 'Sabres', 'Maple Leafs', 'Red Wings', 'Canadiens', 'Senators']",Simple,Maple Leafs
3973,"['Maple Leafs', 'Bruins', 'Maple Leafs', 'Senators', 'Canadiens', 'Red Wings', 'Sabres', 'Panthers', 'Lightning']",Simple,Maple Leafs
4632,"['Maple Leafs', 'Sabres', 'Maple Leafs', 'Red Wings', 'Senators', 'Bruins', 'Lightning', 'Panthers', 'Canadiens']",Simple,Maple Leafs
4554,"['Maple Leafs', 'Canadiens', 'Bruins', 'Senators', 'Sabres', 'Lightning', 'Panthers', 'Red Wings', 'Maple Leafs']",Simple,Maple Leafs
3561,"['Maple Leafs', 'Canadiens', 'Bruins', 'Senators', 'Red Wings', 'Maple Leafs', 'Sabres', 'Panthers', 'Lightning']",Simple,Maple Leafs
4455,"['Maple Leafs', 'Senators', 'Bruins', 'Canadiens', 'Panthers', 'Lightning', 'Red Wings', 'Maple Leafs', 'Sabres']",Simple,Maple Leafs
6077,"['Maple Leafs', 'Red Wings', 'Senators', 'Lightning', 'Canadiens', 'Bruins', 'Maple Leafs', 'Sabres', 'Panthers']",Simple,Maple Leafs
4957,"['Maple Leafs', 'Bruins', 'Sabres', 'Red Wings', 'Lightning', 'Panthers', 'Senators', 'Maple Leafs', 'Canadiens']",Simple,Maple Leafs
4428,"['Maple Leafs', 'Senators', 'Sabres', 'Bruins', 'Red Wings', 'Canadiens', 'Maple Leafs', 'Panthers', 'Lightning']",Simple,Maple Leafs
4621,"['Maple Leafs', 'Bruins', 'Canadiens', 'Sabres', 'Panthers', 'Lightning', 'Red Wings', 'Maple Leafs', 'Senators']",Simple,Maple Leafs
3987,"['Maple Leafs', 'Red Wings', 'Canadiens', 'Sabres', 'Senators', 'Maple Leafs', 'Bruins', 'Lightning', 'Panthers']",Simple,Maple Leafs
4486,"['Maple Leafs', 'Canadiens', 'Bruins', 'Panthers', 'Lightning', 'Red Wings', 'Senators', 'Maple Leafs', 'Sabres']",Simple,Maple Leafs
4352,"['Maple Leafs', 'Panthers', 'Lightning', 'Red Wings', 'Maple Leafs', 'Senators', 'Canadiens', 'Bruins', 'Sabres']",Simple,Maple Leafs
4707,"['Maple Leafs', 'Panthers', 'Lightning', 'Senators', 'Canadiens', 'Bruins', 'Maple Leafs', 'Red Wings', 'Sabres']",Simple,Maple Leafs
4655,"['Maple Leafs', 'Canadiens', 'Bruins', 'Senators', 'Sabres', 'Lightning', 'Panthers', 'Maple Leafs', 'Red Wings']",Simple,Maple Leafs
3869,"['Maple Leafs', 'Senators', 'Sabres', 'Red Wings', 'Maple Leafs', 'Bruins', 'Canadiens', 'Panthers', 'Lightning']",Simple,Maple Leafs
3861,"['Maple Leafs', 'Bruins', 'Maple Leafs', 'Red Wings', 'Sabres', 'Canadiens', 'Senators', 'Lightning', 'Panthers']",Simple,Maple Leafs
4680,"['Maple Leafs', 'Lightning', 'Panthers', 'Red Wings', 'Sabres', 'Canadiens', 'Bruins', 'Senators', 'Maple Leafs']",Simple,Maple Leafs
4064,"['Maple Leafs', 'Canadiens', 'Sabres', 'Senators', 'Bruins', 'Red Wings', 'Maple Leafs', 'Lightning', 'Panthers']",Simple,Maple Leafs
4418,"['Maple Leafs', 'Sabres', 'Red Wings', 'Maple Leafs', 'Senators', 'Lightning', 'Panthers', 'Bruins', 'Canadiens']",Simple,Maple Leafs
4417,"['Maple Leafs', 'Red Wings', 'Sabres', 'Maple Leafs', 'Senators', 'Panthers', 'Lightning', 'Bruins', 'Canadiens']",Simple,Maple Leafs
4534,"['Maple Leafs', 'Canadiens', 'Senators', 'Red Wings', 'Panthers', 'Lightning', 'Bruins', 'Sabres', 'Maple Leafs']",Simple,Maple Leafs
4586,"['Maple Leafs', 'Red Wings', 'Panthers', 'Lightning', 'Maple Leafs', 'Canadiens', 'Senators', 'Bruins', 'Sabres']",Simple,Maple Leafs
5622,"['Maple Leafs', 'Canadiens', 'Senators', 'Sabres', 'Red Wings', 'Maple Leafs', 'Panthers', 'Bruins', 'Lightning']",Simple,Maple Leafs
4095,"['Maple Leafs', 'Canadiens', 'Red Wings', 'Sabres', 'Senators', 'Bruins', 'Maple Leafs', 'Lightning', 'Panthers']",Simple,Maple Leafs
3918,"['Maple Leafs', 'Canadiens', 'Bruins', 'Red Wings', 'Senators', 'Sabres', 'Maple Leafs', 'Lightning', 'Panthers']",Simple,Maple Leafs
4135,"['Maple Leafs', 'Sabres', 'Bruins', 'Senators', 'Red Wings', 'Canadiens', 'Maple Leafs', 'Panthers', 'Lightning']",Simple,Maple Leafs
5098,"['Maple Leafs', 'Red Wings', 'Senators', 'Sabres', 'Panthers', 'Lightning', 'Canadiens', 'Bruins', 'Maple Leafs']",Simple,Maple Leafs
5536,"['Maple Leafs', 'Lightning', 'Red Wings', 'Maple Leafs', 'Senators', 'Canadiens', 'Sabres', 'Bruins', 'Panthers']",Simple,Maple Leafs
4689,"['Maple Leafs', 'Red Wings', 'Lightning', 'Panthers', 'Bruins', 'Senators', 'Sabres', 'Canadiens', 'Maple Leafs']",Simple,Maple Leafs
3646,"['Maple Leafs', 'Bruins', 'Senators', 'Canadiens', 'Red Wings', 'Maple Leafs', 'Sabres', 'Panthers', 'Lightning']",Simple,Maple Leafs
3521,"['Maple Leafs', 'Red Wings', 'Canadiens', 'Senators', 'Bruins', 'Maple Leafs', 'Sabres', 'Lightning', 'Panthers']",Simple,Maple Leafs
4663,"['Maple Leafs', 'Senators', 'Canadiens', 'Bruins', 'Red Wings', 'Maple Leafs', 'Panthers', 'Lightning', 'Sabres']",Simple,Maple Leafs
4443,"['Maple Leafs', 'Panthers', 'Lightning', 'Red Wings', 'Senators', 'Canadiens', 'Bruins', 'Sabres', 'Maple Leafs']",Simple,Maple Leafs
4218,"['Maple Leafs', 'Red Wings', 'Sabres', 'Lightning', 'Panthers', 'Bruins', 'Canadiens', 'Senators', 'Maple Leafs']",Simple,Maple Leafs
5196,"['Maple Leafs', 'Bruins', 'Canadiens', 'Lightning', 'Panthers', 'Maple Leafs', 'Red Wings', 'Senators', 'Sabres']",Simple,Maple Leafs
5434,"['Maple Leafs', 'Bruins', 'Sabres', 'Maple Leafs', 'Panthers', 'Lightning', 'Canadiens', 'Red Wings', 'Senators']",Simple,Maple Leafs
4707,"['Maple Leafs', 'Panthers', 'Lightning', 'Senators', 'Canadiens', 'Bruins', 'Maple Leafs', 'Red Wings', 'Sabres']",Simple,Maple Leafs
4614,"['Maple Leafs', 'Lightning', 'Panthers', 'Bruins', 'Red Wings', 'Maple Leafs', 'Sabres', 'Senators', 'Canadiens']",Simple,Maple Leafs
4365,"['Maple Leafs', 'Canadiens', 'Bruins', 'Senators', 'Maple Leafs', 'Sabres', 'Lightning', 'Panthers', 'Red Wings']",Simple,Maple Leafs
4490,"['Maple Leafs', 'Canadiens', 'Senators', 'Lightning', 'Panthers', 'Bruins', 'Sabres', 'Maple Leafs', 'Red Wings']",Simple,Maple Leafs
3653,"['Maple Leafs', 'Red Wings', 'Sabres', 'Canadiens', 'Bruins', 'Senators', 'Maple Leafs', 'Panthers', 'Lightning']",Simple,Maple Leafs
5075,"['Maple Leafs', 'Red Wings', 'Sabres', 'Senators', 'Panthers', 'Lightning', 'Canadiens', 'Bruins', 'Maple Leafs']",Simple,Maple Leafs
5113,"['Maple Leafs', 'Bruins', 'Red Wings', 'Sabres', 'Panthers', 'Lightning', 'Senators', 'Canadiens', 'Maple Leafs']",Simple,Maple Leafs
5026,"['Maple Leafs', 'Bruins', 'Sabres', 'Maple Leafs', 'Panthers', 'Lightning', 'Senators', 'Canadiens', 'Red Wings']",Simple,Maple Leafs
6203,"['Maple Leafs', 'Canadiens', 'Senators', 'Lightning', 'Maple Leafs', 'Bruins', 'Red Wings', 'Sabres', 'Panthers']",Simple,Maple Leafs
4717,"['Maple Leafs', 'Red Wings', 'Panthers', 'Lightning', 'Canadiens', 'Maple Leafs', 'Sabres', 'Bruins', 'Senators']",Simple,Maple Leafs
3918,"['Maple Leafs', 'Bruins', 'Canadiens', 'Red Wings', 'Sabres', 'Senators', 'Maple Leafs', 'Lightning', 'Panthers']",Simple,Maple Leafs
3684,"['Maple Leafs', 'Senators', 'Bruins', 'Canadiens', 'Red Wings', 'Sabres', 'Maple Leafs', 'Panthers', 'Lightning']",Simple,Maple Leafs
3510,"['Maple Leafs', 'Senators', 'Maple Leafs', 'Red Wings', 'Sabres', 'Canadiens', 'Bruins', 'Panthers', 'Lightning']",Simple,Maple Leafs
4867,"['Maple Leafs', 'Panthers', 'Lightning', 'Bruins', 'Canadiens', 'Red Wings', 'Senators', 'Maple Leafs', 'Sabres']",Simple,Maple Leafs
4255,"['Maple Leafs', 'Bruins', 'Senators', 'Sabres', 'Canadiens', 'Red Wings', 'Maple Leafs', 'Panthers', 'Lightning']",Simple,Maple Leafs
3961,"['Maple Leafs', 'Sabres', 'Bruins', 'Senators', 'Red Wings', 'Maple Leafs', 'Canadiens', 'Panthers', 'Lightning']",Simple,Maple Leafs
4765,"['Maple Leafs', 'Sabres', 'Senators', 'Canadiens', 'Lightning', 'Panthers', 'Maple Leafs', 'Red Wings', 'Bruins']",Simple,Maple Leafs
4360,"['Maple Leafs', 'Sabres', 'Red Wings', 'Lightning', 'Panthers', 'Senators', 'Maple Leafs', 'Canadiens', 'Bruins']",Simple,Maple Leafs
4929,"['Maple Leafs', 'Bruins', 'Red Wings', 'Sabres', 'Panthers', 'Lightning', 'Maple Leafs', 'Senators', 'Canadiens']",Simple,Maple Leafs
5059,"['Maple Leafs', 'Bruins', 'Senators', 'Sabres', 'Canadiens', 'Maple Leafs', 'Lightning', 'Panthers', 'Red Wings']",Simple,Maple Leafs
3961,"['Maple Leafs', 'Red Wings', 'Senators', 'Bruins', 'Sabres', 'Maple Leafs', 'Canadiens', 'Panthers', 'Lightning']",Simple,Maple Leafs
4497,"['Maple Leafs', 'Senators', 'Bruins', 'Canadiens', 'Maple Leafs', 'Red Wings', 'Panthers', 'Lightning', 'Sabres']",Simple,Maple Leafs
4440,"['Maple Leafs', 'Senators', 'Red Wings', 'Maple Leafs', 'Sabres', 'Lightning', 'Panthers', 'Bruins', 'Canadiens']",Simple,Maple Leafs
4516,"['Maple Leafs', 'Senators', 'Maple Leafs', 'Canadiens', 'Bruins', 'Sabres', 'Panthers', 'Lightning', 'Red Wings']",Simple,Maple Leafs
3903,"['Maple Leafs', 'Sabres', 'Maple Leafs', 'Senators', 'Red Wings', 'Bruins', 'Canadiens', 'Panthers', 'Lightning']",Simple,Maple Leafs
4714,"['Maple Leafs', 'Panthers', 'Lightning', 'Red Wings', 'Canadiens', 'Senators', 'Bruins', 'Maple Leafs', 'Sabres']",Simple,Maple Leafs
4774,"['Maple Leafs', 'Panthers', 'Lightning', 'Sabres', 'Maple Leafs', 'Bruins', 'Senators', 'Canadiens', 'Red Wings']",Simple,Maple Leafs
3282,"['Maple Leafs', 'Senators', 'Canadiens', 'Bruins', 'Sabres', 'Red Wings', 'Maple Leafs', 'Lightning', 'Panthers']",Simple,Maple Leafs
4262,"['Maple Leafs', 'Sabres', 'Bruins', 'Lightning', 'Panthers', 'Red Wings', 'Maple Leafs', 'Canadiens', 'Senators']",Simple,Maple Leafs
6021,"['Maple Leafs', 'Lightning', 'Canadiens', 'Sabres', 'Maple Leafs', 'Red Wings', 'Senators', 'Bruins', 'Panthers']",Simple,Maple Leafs
4622,"['Maple Leafs', 'Lightning', 'Panthers', 'Red Wings', 'Maple Leafs', 'Senators', 'Sabres', 'Bruins', 'Canadiens']",Simple,Maple Leafs
4826,"['Maple Leafs', 'Sabres', 'Red Wings', 'Canadiens', 'Senators', 'Panthers', 'Lightning', 'Maple Leafs', 'Bruins']",Simple,Maple Leafs
4630,"['Maple Leafs', 'Sabres', 'Bruins', 'Senators', 'Panthers', 'Lightning', 'Red Wings', 'Maple Leafs', 'Canadiens']",Simple,Maple Leafs
3942,"['Maple Leafs', 'Red Wings', 'Bruins', 'Maple Leafs', 'Senators', 'Canadiens', 'Sabres', 'Panthers', 'Lightning']",Simple,Maple Leafs
4931,"['Maple Leafs', 'Bruins', 'Senators', 'Canadiens', 'Red Wings', 'Sabres', 'Lightning', 'Panthers', 'Maple Leafs']",Simple,Maple Leafs
4493,"['Maple Leafs', 'Lightning', 'Panthers', 'Bruins', 'Senators', 'Canadiens', 'Maple Leafs', 'Red Wings', 'Sabres']",Simple,Maple Leafs
3866,"['Maple Leafs', 'Red Wings', 'Maple Leafs', 'Bruins', 'Sabres', 'Canadiens', 'Senators', 'Panthers', 'Lightning']",Simple,Maple Leafs
4477,"['Maple Leafs', 'Senators', 'Canadiens', 'Red Wings', 'Lightning', 'Panthers', 'Bruins', 'Sabres', 'Maple Leafs']",Simple,Maple Leafs
