Cost,Path,Function-Type,Start
8800,"['Blues', 'Jets', 'Stars', 'Wild', 'Blues', 'Predators', 'Coyotes', 'Blackhawks', 'Avalanche']",Random,Blues
6851,"['Blues', 'Coyotes', 'Avalanche', 'Predators', 'Blues', 'Stars', 'Jets', 'Blackhawks', 'Wild']",Random,Blues
6013,"['Blues', 'Jets', 'Wild', 'Blackhawks', 'Stars', 'Blues', 'Predators', 'Coyotes', 'Avalanche']",Random,Blues
7439,"['Blues', 'Blackhawks', 'Blues', 'Jets', 'Predators', 'Wild', 'Coyotes', 'Stars', 'Avalanche']",Random,Blues
6192,"['Blues', 'Wild', 'Jets', 'Avalanche', 'Coyotes', 'Blackhawks', 'Blues', 'Stars', 'Predators']",Random,Blues
8810,"['Blues', 'Predators', 'Wild', 'Coyotes', 'Blues', 'Jets', 'Stars', 'Blackhawks', 'Avalanche']",Random,Blues
9166,"['Blues', 'Stars', 'Wild', 'Predators', 'Avalanche', 'Blackhawks', 'Coyotes', 'Blues', 'Jets']",Random,Blues
7555,"['Blues', 'Coyotes', 'Wild', 'Avalanche', 'Jets', 'Blackhawks', 'Blues', 'Predators', 'Stars']",Random,Blues
7518,"['Blues', 'Coyotes', 'Wild', 'Blues', 'Predators', 'Stars', 'Avalanche', 'Blackhawks', 'Jets']",Random,Blues
7077,"['Blues', 'Blackhawks', 'Blues', 'Predators', 'Jets', 'Avalanche', 'Stars', 'Wild', 'Coyotes']",Random,Blues
8707,"['Blues', 'Wild', 'Coyotes', 'Blackhawks', 'Predators', 'Jets', 'Stars', 'Blues', 'Avalanche']",Random,Blues
7744,"['Blues', 'Wild', 'Blackhawks', 'Coyotes', 'Stars', 'Jets', 'Predators', 'Blues', 'Avalanche']",Random,Blues
8717,"['Blues', 'Wild', 'Stars', 'Blues', 'Blackhawks', 'Coyotes', 'Jets', 'Avalanche', 'Predators']",Random,Blues
8677,"['Blues', 'Stars', 'Blackhawks', 'Avalanche', 'Blues', 'Jets', 'Predators', 'Wild', 'Coyotes']",Random,Blues
7616,"['Blues', 'Jets', 'Avalanche', 'Coyotes', 'Blues', 'Predators', 'Wild', 'Stars', 'Blackhawks']",Random,Blues
5788,"['Blues', 'Blackhawks', 'Predators', 'Blues', 'Stars', 'Avalanche', 'Jets', 'Wild', 'Coyotes']",Random,Blues
7773,"['Blues', 'Coyotes', 'Predators', 'Blues', 'Stars', 'Jets', 'Wild', 'Avalanche', 'Blackhawks']",Random,Blues
6852,"['Blues', 'Blackhawks', 'Coyotes', 'Stars', 'Jets', 'Wild', 'Predators', 'Blues', 'Avalanche']",Random,Blues
8828,"['Blues', 'Coyotes', 'Blues', 'Blackhawks', 'Stars', 'Wild', 'Avalanche', 'Jets', 'Predators']",Random,Blues
8352,"['Blues', 'Predators', 'Coyotes', 'Blues', 'Jets', 'Stars', 'Wild', 'Blackhawks', 'Avalanche']",Random,Blues
6339,"['Blues', 'Blackhawks', 'Wild', 'Predators', 'Stars', 'Jets', 'Blues', 'Avalanche', 'Coyotes']",Random,Blues
8124,"['Blues', 'Stars', 'Wild', 'Blues', 'Predators', 'Jets', 'Avalanche', 'Blackhawks', 'Coyotes']",Random,Blues
8527,"['Blues', 'Jets', 'Predators', 'Wild', 'Blues', 'Coyotes', 'Stars', 'Blackhawks', 'Avalanche']",Random,Blues
6751,"['Blues', 'Stars', 'Coyotes', 'Blackhawks', 'Jets', 'Wild', 'Predators', 'Blues', 'Avalanche']",Random,Blues
7366,"['Blues', 'Jets', 'Wild', 'Stars', 'Blackhawks', 'Predators', 'Avalanche', 'Blues', 'Coyotes']",Random,Blues
7880,"['Blues', 'Coyotes', 'Predators', 'Avalanche', 'Blues', 'Stars', 'Blackhawks', 'Jets', 'Wild']",Random,Blues
8145,"['Blues', 'Predators', 'Stars', 'Blackhawks', 'Coyotes', 'Wild', 'Blues', 'Avalanche', 'Jets']",Random,Blues
8435,"['Blues', 'Predators', 'Avalanche', 'Jets', 'Blackhawks', 'Coyotes', 'Blues', 'Wild', 'Stars']",Random,Blues
8875,"['Blues', 'Blackhawks', 'Stars', 'Predators', 'Jets', 'Coyotes', 'Wild', 'Avalanche', 'Blues']",Random,Blues
7316,"['Blues', 'Stars', 'Jets', 'Blues', 'Predators', 'Avalanche', 'Coyotes', 'Wild', 'Blackhawks']",Random,Blues
8027,"['Blues', 'Predators', 'Avalanche', 'Stars', 'Blackhawks', 'Coyotes', 'Wild', 'Jets', 'Blues']",Random,Blues
6791,"['Blues', 'Blackhawks', 'Jets', 'Blues', 'Wild', 'Stars', 'Predators', 'Coyotes', 'Avalanche']",Random,Blues
7793,"['Blues', 'Coyotes', 'Predators', 'Blackhawks', 'Wild', 'Stars', 'Blues', 'Avalanche', 'Jets']",Random,Blues
8935,"['Blues', 'Avalanche', 'Predators', 'Blackhawks', 'Jets', 'Stars', 'Wild', 'Coyotes', 'Blues']",Random,Blues
7582,"['Blues', 'Wild', 'Coyotes', 'Stars', 'Jets', 'Avalanche', 'Blues', 'Blackhawks', 'Predators']",Random,Blues
8929,"['Blues', 'Jets', 'Blackhawks', 'Stars', 'Avalanche', 'Predators', 'Wild', 'Coyotes', 'Blues']",Random,Blues
8151,"['Blues', 'Jets', 'Blackhawks', 'Avalanche', 'Wild', 'Coyotes', 'Blues', 'Predators', 'Stars']",Random,Blues
7586,"['Blues', 'Coyotes', 'Predators', 'Avalanche', 'Stars', 'Jets', 'Wild', 'Blues', 'Blackhawks']",Random,Blues
7970,"['Blues', 'Coyotes', 'Jets', 'Predators', 'Blackhawks', 'Blues', 'Wild', 'Avalanche', 'Stars']",Random,Blues
7105,"['Blues', 'Blackhawks', 'Jets', 'Predators', 'Avalanche', 'Wild', 'Blues', 'Stars', 'Coyotes']",Random,Blues
7947,"['Blues', 'Coyotes', 'Stars', 'Avalanche', 'Predators', 'Jets', 'Blues', 'Wild', 'Blackhawks']",Random,Blues
6653,"['Blues', 'Blackhawks', 'Predators', 'Wild', 'Stars', 'Avalanche', 'Coyotes', 'Blues', 'Jets']",Random,Blues
7782,"['Blues', 'Predators', 'Wild', 'Avalanche', 'Blues', 'Blackhawks', 'Stars', 'Jets', 'Coyotes']",Random,Blues
7803,"['Blues', 'Predators', 'Coyotes', 'Wild', 'Blackhawks', 'Jets', 'Stars', 'Blues', 'Avalanche']",Random,Blues
7535,"['Blues', 'Coyotes', 'Blackhawks', 'Predators', 'Avalanche', 'Stars', 'Blues', 'Jets', 'Wild']",Random,Blues
8934,"['Blues', 'Blackhawks', 'Avalanche', 'Stars', 'Jets', 'Predators', 'Wild', 'Coyotes', 'Blues']",Random,Blues
8155,"['Blues', 'Blackhawks', 'Blues', 'Coyotes', 'Jets', 'Stars', 'Predators', 'Avalanche', 'Wild']",Random,Blues
5838,"['Blues', 'Jets', 'Stars', 'Predators', 'Blues', 'Blackhawks', 'Wild', 'Avalanche', 'Coyotes']",Random,Blues
8288,"['Blues', 'Wild', 'Avalanche', 'Blackhawks', 'Blues', 'Predators', 'Coyotes', 'Jets', 'Stars']",Random,Blues
6860,"['Blues', 'Stars', 'Predators', 'Blackhawks', 'Avalanche', 'Blues', 'Jets', 'Wild', 'Coyotes']",Random,Blues
8077,"['Blues', 'Blackhawks', 'Stars', 'Blues', 'Avalanche', 'Jets', 'Predators', 'Wild', 'Coyotes']",Random,Blues
6668,"['Blues', 'Wild', 'Blues', 'Predators', 'Avalanche', 'Coyotes', 'Stars', 'Jets', 'Blackhawks']",Random,Blues
7297,"['Blues', 'Blackhawks', 'Avalanche', 'Wild', 'Jets', 'Coyotes', 'Predators', 'Blues', 'Stars']",Random,Blues
8398,"['Blues', 'Blackhawks', 'Avalanche', 'Predators', 'Wild', 'Stars', 'Jets', 'Blues', 'Coyotes']",Random,Blues
7855,"['Blues', 'Stars', 'Blackhawks', 'Blues', 'Coyotes', 'Jets', 'Wild', 'Avalanche', 'Predators']",Random,Blues
5742,"['Blues', 'Coyotes', 'Avalanche', 'Jets', 'Wild', 'Blackhawks', 'Blues', 'Stars', 'Predators']",Random,Blues
6497,"['Blues', 'Jets', 'Predators', 'Blackhawks', 'Blues', 'Wild', 'Stars', 'Coyotes', 'Avalanche']",Random,Blues
8960,"['Blues', 'Jets', 'Coyotes', 'Wild', 'Stars', 'Blues', 'Predators', 'Avalanche', 'Blackhawks']",Random,Blues
8874,"['Blues', 'Coyotes', 'Jets', 'Blackhawks', 'Stars', 'Blues', 'Avalanche', 'Predators', 'Wild']",Random,Blues
8717,"['Blues', 'Coyotes', 'Stars', 'Wild', 'Predators', 'Avalanche', 'Blackhawks', 'Jets', 'Blues']",Random,Blues
6530,"['Blues', 'Blackhawks', 'Predators', 'Blues', 'Jets', 'Coyotes', 'Avalanche', 'Stars', 'Wild']",Random,Blues
7798,"['Blues', 'Coyotes', 'Predators', 'Jets', 'Blackhawks', 'Wild', 'Blues', 'Stars', 'Avalanche']",Random,Blues
6698,"['Blues', 'Blackhawks', 'Wild', 'Predators', 'Blues', 'Coyotes', 'Avalanche', 'Jets', 'Stars']",Random,Blues
7081,"['Blues', 'Avalanche', 'Coyotes', 'Predators', 'Wild', 'Jets', 'Blues', 'Stars', 'Blackhawks']",Random,Blues
6340,"['Blues', 'Jets', 'Stars', 'Coyotes', 'Avalanche', 'Wild', 'Blackhawks', 'Predators', 'Blues']",Random,Blues
8566,"['Blues', 'Coyotes', 'Predators', 'Blues', 'Avalanche', 'Blackhawks', 'Jets', 'Stars', 'Wild']",Random,Blues
6696,"['Blues', 'Avalanche', 'Jets', 'Wild', 'Stars', 'Blackhawks', 'Predators', 'Blues', 'Coyotes']",Random,Blues
5840,"['Blues', 'Blackhawks', 'Stars', 'Predators', 'Jets', 'Wild', 'Blues', 'Avalanche', 'Coyotes']",Random,Blues
8206,"['Blues', 'Coyotes', 'Blues', 'Wild', 'Blackhawks', 'Predators', 'Avalanche', 'Jets', 'Stars']",Random,Blues
8129,"['Blues', 'Coyotes', 'Blues', 'Stars', 'Avalanche', 'Predators', 'Jets', 'Blackhawks', 'Wild']",Random,Blues
9269,"['Blues', 'Avalanche', 'Blackhawks', 'Stars', 'Blues', 'Coyotes', 'Jets', 'Predators', 'Wild']",Random,Blues
9184,"['Blues', 'Avalanche', 'Blackhawks', 'Coyotes', 'Blues', 'Stars', 'Wild', 'Predators', 'Jets']",Random,Blues
6183,"['Blues', 'Wild', 'Jets', 'Blackhawks', 'Avalanche', 'Stars', 'Predators', 'Blues', 'Coyotes']",Random,Blues
6637,"['Blues', 'Jets', 'Stars', 'Blackhawks', 'Wild', 'Blues', 'Predators', 'Avalanche', 'Coyotes']",Random,Blues
7280,"['Blues', 'Avalanche', 'Jets', 'Blues', 'Wild', 'Predators', 'Blackhawks', 'Stars', 'Coyotes']",Random,Blues
8182,"['Blues', 'Wild', 'Blues', 'Avalanche', 'Coyotes', 'Blackhawks', 'Stars', 'Jets', 'Predators']",Random,Blues
6154,"['Blues', 'Blackhawks', 'Coyotes', 'Avalanche', 'Predators', 'Stars', 'Blues', 'Wild', 'Jets']",Random,Blues
7986,"['Blues', 'Avalanche', 'Blackhawks', 'Stars', 'Predators', 'Coyotes', 'Blues', 'Jets', 'Wild']",Random,Blues
8010,"['Blues', 'Wild', 'Blackhawks', 'Stars', 'Coyotes', 'Blues', 'Avalanche', 'Predators', 'Jets']",Random,Blues
5654,"['Blues', 'Stars', 'Wild', 'Jets', 'Blues', 'Predators', 'Blackhawks', 'Avalanche', 'Coyotes']",Random,Blues
8045,"['Blues', 'Coyotes', 'Predators', 'Blackhawks', 'Stars', 'Blues', 'Wild', 'Avalanche', 'Jets']",Random,Blues
7505,"['Blues', 'Stars', 'Blues', 'Avalanche', 'Wild', 'Blackhawks', 'Predators', 'Jets', 'Coyotes']",Random,Blues
7415,"['Blues', 'Predators', 'Jets', 'Coyotes', 'Stars', 'Avalanche', 'Wild', 'Blues', 'Blackhawks']",Random,Blues
6792,"['Blues', 'Wild', 'Jets', 'Blues', 'Avalanche', 'Coyotes', 'Predators', 'Stars', 'Blackhawks']",Random,Blues
6927,"['Blues', 'Stars', 'Jets', 'Blackhawks', 'Blues', 'Predators', 'Avalanche', 'Coyotes', 'Wild']",Random,Blues
7807,"['Blues', 'Blackhawks', 'Predators', 'Jets', 'Blues', 'Avalanche', 'Wild', 'Coyotes', 'Stars']",Random,Blues
6657,"['Blues', 'Stars', 'Coyotes', 'Avalanche', 'Blues', 'Blackhawks', 'Jets', 'Predators', 'Wild']",Random,Blues
7371,"['Blues', 'Predators', 'Wild', 'Blues', 'Avalanche', 'Coyotes', 'Blackhawks', 'Jets', 'Stars']",Random,Blues
7357,"['Blues', 'Wild', 'Coyotes', 'Stars', 'Predators', 'Blues', 'Avalanche', 'Jets', 'Blackhawks']",Random,Blues
9101,"['Blues', 'Stars', 'Jets', 'Blues', 'Wild', 'Avalanche', 'Blackhawks', 'Coyotes', 'Predators']",Random,Blues
7511,"['Blues', 'Stars', 'Blackhawks', 'Blues', 'Coyotes', 'Predators', 'Avalanche', 'Wild', 'Jets']",Random,Blues
7581,"['Blues', 'Jets', 'Avalanche', 'Wild', 'Stars', 'Coyotes', 'Predators', 'Blues', 'Blackhawks']",Random,Blues
6777,"['Blues', 'Stars', 'Avalanche', 'Coyotes', 'Wild', 'Blues', 'Jets', 'Blackhawks', 'Predators']",Random,Blues
9254,"['Blues', 'Stars', 'Blackhawks', 'Avalanche', 'Blues', 'Jets', 'Coyotes', 'Wild', 'Predators']",Random,Blues
7470,"['Blues', 'Wild', 'Jets', 'Coyotes', 'Blues', 'Avalanche', 'Stars', 'Blackhawks', 'Predators']",Random,Blues
8185,"['Blues', 'Predators', 'Avalanche', 'Stars', 'Wild', 'Coyotes', 'Jets', 'Blackhawks', 'Blues']",Random,Blues
8695,"['Blues', 'Coyotes', 'Wild', 'Predators', 'Blues', 'Stars', 'Jets', 'Avalanche', 'Blackhawks']",Random,Blues
8107,"['Blues', 'Stars', 'Coyotes', 'Predators', 'Jets', 'Blues', 'Avalanche', 'Blackhawks', 'Wild']",Random,Blues
8550,"['Blues', 'Coyotes', 'Blackhawks', 'Jets', 'Stars', 'Wild', 'Blues', 'Predators', 'Avalanche']",Random,Blues
6426,"['Blues', 'Coyotes', 'Avalanche', 'Jets', 'Wild', 'Stars', 'Blackhawks', 'Predators', 'Blues']",Random,Blues
8460,"['Blues', 'Avalanche', 'Wild', 'Predators', 'Blackhawks', 'Coyotes', 'Stars', 'Jets', 'Blues']",Random,Blues
7516,"['Blues', 'Coyotes', 'Jets', 'Blackhawks', 'Wild', 'Avalanche', 'Stars', 'Blues', 'Predators']",Random,Blues
7506,"['Blues', 'Predators', 'Coyotes', 'Blackhawks', 'Blues', 'Avalanche', 'Wild', 'Jets', 'Stars']",Random,Blues
8381,"['Blues', 'Coyotes', 'Blackhawks', 'Stars', 'Predators', 'Avalanche', 'Wild', 'Jets', 'Blues']",Random,Blues
5804,"['Blues', 'Blackhawks', 'Blues', 'Jets', 'Wild', 'Predators', 'Avalanche', 'Coyotes', 'Stars']",Random,Blues
9012,"['Blues', 'Avalanche', 'Blues', 'Stars', 'Wild', 'Coyotes', 'Predators', 'Jets', 'Blackhawks']",Random,Blues
8888,"['Blues', 'Coyotes', 'Jets', 'Stars', 'Blackhawks', 'Wild', 'Blues', 'Avalanche', 'Predators']",Random,Blues
6858,"['Blues', 'Blackhawks', 'Predators', 'Coyotes', 'Blues', 'Wild', 'Jets', 'Stars', 'Avalanche']",Random,Blues
6494,"['Blues', 'Jets', 'Wild', 'Stars', 'Predators', 'Coyotes', 'Avalanche', 'Blues', 'Blackhawks']",Random,Blues
5922,"['Blues', 'Coyotes', 'Avalanche', 'Stars', 'Wild', 'Jets', 'Blackhawks', 'Predators', 'Blues']",Random,Blues
8472,"['Blues', 'Jets', 'Avalanche', 'Blues', 'Coyotes', 'Blackhawks', 'Predators', 'Stars', 'Wild']",Random,Blues
7086,"['Blues', 'Avalanche', 'Jets', 'Wild', 'Blackhawks', 'Predators', 'Coyotes', 'Blues', 'Stars']",Random,Blues
8431,"['Blues', 'Blackhawks', 'Blues', 'Coyotes', 'Wild', 'Predators', 'Avalanche', 'Jets', 'Stars']",Random,Blues
7740,"['Blues', 'Coyotes', 'Predators', 'Blues', 'Stars', 'Wild', 'Jets', 'Avalanche', 'Blackhawks']",Random,Blues
8362,"['Blues', 'Avalanche', 'Stars', 'Blackhawks', 'Coyotes', 'Wild', 'Predators', 'Blues', 'Jets']",Random,Blues
8259,"['Blues', 'Wild', 'Predators', 'Coyotes', 'Stars', 'Blackhawks', 'Avalanche', 'Blues', 'Jets']",Random,Blues
7619,"['Blues', 'Blackhawks', 'Avalanche', 'Stars', 'Coyotes', 'Blues', 'Wild', 'Predators', 'Jets']",Random,Blues
8644,"['Blues', 'Jets', 'Coyotes', 'Wild', 'Predators', 'Blackhawks', 'Avalanche', 'Stars', 'Blues']",Random,Blues
6598,"['Blues', 'Stars', 'Predators', 'Blackhawks', 'Avalanche', 'Coyotes', 'Wild', 'Jets', 'Blues']",Random,Blues
7624,"['Blues', 'Coyotes', 'Wild', 'Blues', 'Blackhawks', 'Jets', 'Avalanche', 'Stars', 'Predators']",Random,Blues
9009,"['Blues', 'Avalanche', 'Blues', 'Stars', 'Wild', 'Blackhawks', 'Coyotes', 'Jets', 'Predators']",Random,Blues
8353,"['Blues', 'Stars', 'Predators', 'Jets', 'Blackhawks', 'Coyotes', 'Blues', 'Wild', 'Avalanche']",Random,Blues
8647,"['Blues', 'Avalanche', 'Wild', 'Coyotes', 'Blackhawks', 'Blues', 'Jets', 'Stars', 'Predators']",Random,Blues
8094,"['Blues', 'Jets', 'Avalanche', 'Blackhawks', 'Stars', 'Predators', 'Wild', 'Blues', 'Coyotes']",Random,Blues
4673,"['Blues', 'Predators', 'Blues', 'Blackhawks', 'Wild', 'Jets', 'Avalanche', 'Coyotes', 'Stars']",Random,Blues
7233,"['Blues', 'Avalanche', 'Wild', 'Jets', 'Coyotes', 'Predators', 'Blackhawks', 'Blues', 'Stars']",Random,Blues
8154,"['Blues', 'Coyotes', 'Jets', 'Blackhawks', 'Predators', 'Wild', 'Avalanche', 'Stars', 'Blues']",Random,Blues
8296,"['Blues', 'Blackhawks', 'Predators', 'Stars', 'Wild', 'Coyotes', 'Jets', 'Avalanche', 'Blues']",Random,Blues
6821,"['Blues', 'Jets', 'Stars', 'Avalanche', 'Coyotes', 'Predators', 'Blues', 'Wild', 'Blackhawks']",Random,Blues
6189,"['Blues', 'Coyotes', 'Stars', 'Avalanche', 'Predators', 'Blackhawks', 'Blues', 'Wild', 'Jets']",Random,Blues
8562,"['Blues', 'Predators', 'Avalanche', 'Wild', 'Stars', 'Jets', 'Coyotes', 'Blues', 'Blackhawks']",Random,Blues
7929,"['Blues', 'Blackhawks', 'Coyotes', 'Stars', 'Blues', 'Wild', 'Avalanche', 'Predators', 'Jets']",Random,Blues
7372,"['Blues', 'Blackhawks', 'Jets', 'Wild', 'Coyotes', 'Blues', 'Avalanche', 'Predators', 'Stars']",Random,Blues
7445,"['Blues', 'Blackhawks', 'Jets', 'Blues', 'Coyotes', 'Stars', 'Avalanche', 'Wild', 'Predators']",Random,Blues
7719,"['Blues', 'Avalanche', 'Coyotes', 'Blues', 'Stars', 'Jets', 'Predators', 'Wild', 'Blackhawks']",Random,Blues
7616,"['Blues', 'Stars', 'Coyotes', 'Wild', 'Blues', 'Blackhawks', 'Jets', 'Avalanche', 'Predators']",Random,Blues
8796,"['Blues', 'Avalanche', 'Jets', 'Stars', 'Blackhawks', 'Blues', 'Coyotes', 'Wild', 'Predators']",Random,Blues
7785,"['Blues', 'Avalanche', 'Jets', 'Wild', 'Stars', 'Blackhawks', 'Blues', 'Coyotes', 'Predators']",Random,Blues
7942,"['Blues', 'Jets', 'Avalanche', 'Stars', 'Wild', 'Blackhawks', 'Blues', 'Coyotes', 'Predators']",Random,Blues
8632,"['Blues', 'Avalanche', 'Jets', 'Stars', 'Blues', 'Coyotes', 'Wild', 'Predators', 'Blackhawks']",Random,Blues
8679,"['Blues', 'Stars', 'Blackhawks', 'Wild', 'Predators', 'Jets', 'Coyotes', 'Blues', 'Avalanche']",Random,Blues
8639,"['Blues', 'Coyotes', 'Blackhawks', 'Wild', 'Predators', 'Avalanche', 'Blues', 'Stars', 'Jets']",Random,Blues
8634,"['Blues', 'Jets', 'Stars', 'Coyotes', 'Blackhawks', 'Wild', 'Predators', 'Avalanche', 'Blues']",Random,Blues
7364,"['Blues', 'Jets', 'Blues', 'Predators', 'Blackhawks', 'Coyotes', 'Stars', 'Avalanche', 'Wild']",Random,Blues
8151,"['Blues', 'Avalanche', 'Blues', 'Predators', 'Jets', 'Wild', 'Coyotes', 'Blackhawks', 'Stars']",Random,Blues
8436,"['Blues', 'Avalanche', 'Blackhawks', 'Coyotes', 'Predators', 'Stars', 'Wild', 'Jets', 'Blues']",Random,Blues
8859,"['Blues', 'Stars', 'Jets', 'Predators', 'Blues', 'Coyotes', 'Blackhawks', 'Avalanche', 'Wild']",Random,Blues
5796,"['Blues', 'Avalanche', 'Coyotes', 'Stars', 'Wild', 'Jets', 'Blues', 'Predators', 'Blackhawks']",Random,Blues
7291,"['Blues', 'Jets', 'Wild', 'Avalanche', 'Predators', 'Blues', 'Stars', 'Coyotes', 'Blackhawks']",Random,Blues
7996,"['Blues', 'Coyotes', 'Predators', 'Jets', 'Blues', 'Blackhawks', 'Wild', 'Stars', 'Avalanche']",Random,Blues
7515,"['Blues', 'Predators', 'Coyotes', 'Stars', 'Jets', 'Avalanche', 'Blackhawks', 'Blues', 'Wild']",Random,Blues
9021,"['Blues', 'Blackhawks', 'Coyotes', 'Jets', 'Predators', 'Avalanche', 'Stars', 'Wild', 'Blues']",Random,Blues
5586,"['Blues', 'Stars', 'Jets', 'Wild', 'Predators', 'Blackhawks', 'Blues', 'Avalanche', 'Coyotes']",Random,Blues
7468,"['Blues', 'Coyotes', 'Avalanche', 'Predators', 'Jets', 'Blues', 'Blackhawks', 'Wild', 'Stars']",Random,Blues
8399,"['Blues', 'Coyotes', 'Blues', 'Stars', 'Blackhawks', 'Avalanche', 'Predators', 'Jets', 'Wild']",Random,Blues
7821,"['Blues', 'Avalanche', 'Coyotes', 'Wild', 'Predators', 'Blues', 'Jets', 'Stars', 'Blackhawks']",Random,Blues
8660,"['Blues', 'Blackhawks', 'Stars', 'Predators', 'Avalanche', 'Blues', 'Jets', 'Coyotes', 'Wild']",Random,Blues
7772,"['Blues', 'Wild', 'Predators', 'Jets', 'Blues', 'Stars', 'Avalanche', 'Coyotes', 'Blackhawks']",Random,Blues
6703,"['Blues', 'Coyotes', 'Avalanche', 'Stars', 'Wild', 'Predators', 'Blackhawks', 'Blues', 'Jets']",Random,Blues
7062,"['Blues', 'Blackhawks', 'Coyotes', 'Blues', 'Predators', 'Stars', 'Wild', 'Jets', 'Avalanche']",Random,Blues
7385,"['Blues', 'Stars', 'Avalanche', 'Jets', 'Blackhawks', 'Predators', 'Blues', 'Coyotes', 'Wild']",Random,Blues
6074,"['Wild', 'Blackhawks', 'Blues', 'Predators', 'Wild', 'Stars', 'Coyotes', 'Avalanche', 'Jets']",Simple,Wild
6246,"['Wild', 'Stars', 'Predators', 'Blues', 'Blackhawks', 'Coyotes', 'Avalanche', 'Jets', 'Wild']",Simple,Wild
6576,"['Wild', 'Stars', 'Avalanche', 'Coyotes', 'Blues', 'Predators', 'Wild', 'Blackhawks', 'Jets']",Simple,Wild
6482,"['Wild', 'Jets', 'Blackhawks', 'Blues', 'Avalanche', 'Coyotes', 'Wild', 'Stars', 'Predators']",Simple,Wild
5712,"['Wild', 'Blackhawks', 'Blues', 'Predators', 'Jets', 'Wild', 'Avalanche', 'Stars', 'Coyotes']",Simple,Wild
7016,"['Wild', 'Blues', 'Avalanche', 'Jets', 'Wild', 'Coyotes', 'Stars', 'Predators', 'Blackhawks']",Simple,Wild
6597,"['Wild', 'Jets', 'Blues', 'Blackhawks', 'Stars', 'Predators', 'Coyotes', 'Avalanche', 'Wild']",Simple,Wild
6315,"['Wild', 'Stars', 'Blues', 'Coyotes', 'Avalanche', 'Jets', 'Wild', 'Blackhawks', 'Predators']",Simple,Wild
6811,"['Wild', 'Blues', 'Jets', 'Blackhawks', 'Predators', 'Stars', 'Avalanche', 'Coyotes', 'Wild']",Simple,Wild
6979,"['Wild', 'Blues', 'Jets', 'Blackhawks', 'Predators', 'Avalanche', 'Coyotes', 'Stars', 'Wild']",Simple,Wild
5742,"['Wild', 'Coyotes', 'Avalanche', 'Stars', 'Blues', 'Predators', 'Blackhawks', 'Jets', 'Wild']",Simple,Wild
6031,"['Wild', 'Jets', 'Blues', 'Blackhawks', 'Predators', 'Wild', 'Avalanche', 'Stars', 'Coyotes']",Simple,Wild
6426,"['Wild', 'Blackhawks', 'Blues', 'Predators', 'Coyotes', 'Stars', 'Wild', 'Jets', 'Avalanche']",Simple,Wild
5581,"['Wild', 'Jets', 'Wild', 'Predators', 'Blackhawks', 'Avalanche', 'Coyotes', 'Stars', 'Blues']",Simple,Wild
6258,"['Wild', 'Predators', 'Blackhawks', 'Wild', 'Jets', 'Avalanche', 'Coyotes', 'Blues', 'Stars']",Simple,Wild
6095,"['Wild', 'Avalanche', 'Jets', 'Wild', 'Predators', 'Blackhawks', 'Blues', 'Stars', 'Coyotes']",Simple,Wild
6740,"['Wild', 'Jets', 'Wild', 'Predators', 'Coyotes', 'Blues', 'Blackhawks', 'Stars', 'Avalanche']",Simple,Wild
7325,"['Wild', 'Stars', 'Blackhawks', 'Jets', 'Avalanche', 'Coyotes', 'Predators', 'Blues', 'Wild']",Simple,Wild
6697,"['Wild', 'Avalanche', 'Coyotes', 'Wild', 'Jets', 'Predators', 'Blues', 'Blackhawks', 'Stars']",Simple,Wild
5871,"['Wild', 'Blues', 'Blackhawks', 'Wild', 'Jets', 'Coyotes', 'Avalanche', 'Stars', 'Predators']",Simple,Wild
6204,"['Wild', 'Blackhawks', 'Jets', 'Predators', 'Blues', 'Wild', 'Stars', 'Avalanche', 'Coyotes']",Simple,Wild
6089,"['Wild', 'Blues', 'Blackhawks', 'Predators', 'Coyotes', 'Avalanche', 'Stars', 'Jets', 'Wild']",Simple,Wild
5635,"['Wild', 'Stars', 'Predators', 'Blackhawks', 'Jets', 'Wild', 'Blues', 'Avalanche', 'Coyotes']",Simple,Wild
5901,"['Wild', 'Stars', 'Coyotes', 'Avalanche', 'Jets', 'Wild', 'Predators', 'Blues', 'Blackhawks']",Simple,Wild
6770,"['Wild', 'Blues', 'Stars', 'Avalanche', 'Coyotes', 'Wild', 'Blackhawks', 'Predators', 'Jets']",Simple,Wild
5305,"['Wild', 'Blackhawks', 'Avalanche', 'Coyotes', 'Stars', 'Predators', 'Blues', 'Wild', 'Jets']",Simple,Wild
6018,"['Wild', 'Predators', 'Blues', 'Blackhawks', 'Avalanche', 'Coyotes', 'Stars', 'Jets', 'Wild']",Simple,Wild
5463,"['Wild', 'Blues', 'Blackhawks', 'Predators', 'Stars', 'Wild', 'Jets', 'Avalanche', 'Coyotes']",Simple,Wild
7555,"['Wild', 'Coyotes', 'Blues', 'Predators', 'Blackhawks', 'Stars', 'Wild', 'Jets', 'Avalanche']",Simple,Wild
5649,"['Wild', 'Blues', 'Predators', 'Stars', 'Avalanche', 'Coyotes', 'Blackhawks', 'Wild', 'Jets']",Simple,Wild
7083,"['Wild', 'Coyotes', 'Avalanche', 'Jets', 'Blues', 'Blackhawks', 'Wild', 'Predators', 'Stars']",Simple,Wild
5166,"['Wild', 'Blackhawks', 'Predators', 'Blues', 'Stars', 'Coyotes', 'Avalanche', 'Jets', 'Wild']",Simple,Wild
