Cost,Path,Function-Type,Start,Iteration 
5797,"['Golden Knights', 'Sharks', 'Golden Knights', 'Flames', 'Oilers', 'Kraken', 'Ducks', 'Kings', 'Canucks']",Random,Golden Knights,625
6258,"['Golden Knights', 'Ducks', 'Sharks', 'Kings', 'Canucks', 'Golden Knights', 'Flames', 'Kraken', 'Oilers']",Random,Golden Knights,626
5882,"['Golden Knights', 'Ducks', 'Sharks', 'Golden Knights', 'Oilers', 'Flames', 'Canucks', 'Kings', 'Kraken']",Random,Golden Knights,627
6201,"['Golden Knights', 'Sharks', 'Oilers', 'Golden Knights', 'Ducks', 'Kings', 'Flames', 'Kraken', 'Canucks']",Random,Golden Knights,628
7877,"['Golden Knights', 'Sharks', 'Kings', 'Flames', 'Ducks', 'Kraken', 'Oilers', 'Canucks', 'Golden Knights']",Random,Golden Knights,629
7475,"['Golden Knights', 'Kings', 'Oilers', 'Flames', 'Ducks', 'Sharks', 'Canucks', 'Golden Knights', 'Kraken']",Random,Golden Knights,630
6362,"['Golden Knights', 'Kraken', 'Flames', 'Sharks', 'Golden Knights', 'Kings', 'Ducks', 'Oilers', 'Canucks']",Random,Golden Knights,631
5746,"['Golden Knights', 'Ducks', 'Kraken', 'Oilers', 'Flames', 'Kings', 'Golden Knights', 'Sharks', 'Canucks']",Random,Golden Knights,632
6590,"['Golden Knights', 'Canucks', 'Kraken', 'Kings', 'Flames', 'Oilers', 'Sharks', 'Golden Knights', 'Ducks']",Random,Golden Knights,633
5637,"['Golden Knights', 'Sharks', 'Kings', 'Kraken', 'Ducks', 'Golden Knights', 'Flames', 'Oilers', 'Canucks']",Random,Golden Knights,634
7552,"['Golden Knights', 'Sharks', 'Oilers', 'Kraken', 'Ducks', 'Flames', 'Canucks', 'Golden Knights', 'Kings']",Random,Golden Knights,635
6438,"['Golden Knights', 'Kings', 'Golden Knights', 'Canucks', 'Sharks', 'Kraken', 'Ducks', 'Flames', 'Oilers']",Random,Golden Knights,636
7423,"['Golden Knights', 'Flames', 'Ducks', 'Kings', 'Canucks', 'Kraken', 'Golden Knights', 'Oilers', 'Sharks']",Random,Golden Knights,637
5121,"['Golden Knights', 'Oilers', 'Canucks', 'Kraken', 'Sharks', 'Kings', 'Ducks', 'Golden Knights', 'Flames']",Random,Golden Knights,638
6588,"['Golden Knights', 'Ducks', 'Kings', 'Oilers', 'Kraken', 'Canucks', 'Sharks', 'Flames', 'Golden Knights']",Random,Golden Knights,639
6077,"['Golden Knights', 'Canucks', 'Oilers', 'Kraken', 'Ducks', 'Kings', 'Golden Knights', 'Sharks', 'Flames']",Random,Golden Knights,640
8535,"['Golden Knights', 'Kraken', 'Oilers', 'Ducks', 'Flames', 'Sharks', 'Golden Knights', 'Kings', 'Canucks']",Random,Golden Knights,641
7969,"['Golden Knights', 'Ducks', 'Flames', 'Canucks', 'Golden Knights', 'Oilers', 'Kings', 'Sharks', 'Kraken']",Random,Golden Knights,642
7404,"['Golden Knights', 'Oilers', 'Flames', 'Golden Knights', 'Canucks', 'Kings', 'Sharks', 'Ducks', 'Kraken']",Random,Golden Knights,643
9337,"['Golden Knights', 'Canucks', 'Flames', 'Kings', 'Oilers', 'Golden Knights', 'Kraken', 'Ducks', 'Sharks']",Random,Golden Knights,644
7729,"['Golden Knights', 'Ducks', 'Flames', 'Kings', 'Oilers', 'Kraken', 'Canucks', 'Golden Knights', 'Sharks']",Random,Golden Knights,645
7640,"['Golden Knights', 'Ducks', 'Oilers', 'Flames', 'Sharks', 'Golden Knights', 'Canucks', 'Kings', 'Kraken']",Random,Golden Knights,646
7746,"['Golden Knights', 'Kraken', 'Oilers', 'Kings', 'Golden Knights', 'Canucks', 'Flames', 'Ducks', 'Sharks']",Random,Golden Knights,647
7664,"['Golden Knights', 'Flames', 'Sharks', 'Ducks', 'Kings', 'Canucks', 'Oilers', 'Golden Knights', 'Kraken']",Random,Golden Knights,648
8828,"['Golden Knights', 'Flames', 'Kings', 'Canucks', 'Ducks', 'Golden Knights', 'Oilers', 'Kraken', 'Sharks']",Random,Golden Knights,649
9410,"['Golden Knights', 'Canucks', 'Ducks', 'Kraken', 'Oilers', 'Golden Knights', 'Sharks', 'Flames', 'Kings']",Random,Golden Knights,650
7493,"['Golden Knights', 'Canucks', 'Flames', 'Kings', 'Sharks', 'Oilers', 'Kraken', 'Ducks', 'Golden Knights']",Random,Golden Knights,651
8771,"['Golden Knights', 'Sharks', 'Golden Knights', 'Canucks', 'Ducks', 'Oilers', 'Kraken', 'Kings', 'Flames']",Random,Golden Knights,652
3647,"['Golden Knights', 'Kings', 'Ducks', 'Golden Knights', 'Sharks', 'Canucks', 'Flames', 'Oilers', 'Kraken']",Random,Golden Knights,653
5039,"['Golden Knights', 'Kings', 'Oilers', 'Flames', 'Sharks', 'Canucks', 'Kraken', 'Golden Knights', 'Ducks']",Random,Golden Knights,654
9591,"['Golden Knights', 'Sharks', 'Canucks', 'Golden Knights', 'Kraken', 'Flames', 'Kings', 'Oilers', 'Ducks']",Random,Golden Knights,655
6062,"['Golden Knights', 'Sharks', 'Golden Knights', 'Canucks', 'Kings', 'Ducks', 'Flames', 'Oilers', 'Kraken']",Random,Golden Knights,656
6871,"['Golden Knights', 'Oilers', 'Ducks', 'Sharks', 'Golden Knights', 'Kings', 'Kraken', 'Flames', 'Canucks']",Random,Golden Knights,657
6723,"['Golden Knights', 'Sharks', 'Oilers', 'Kings', 'Canucks', 'Flames', 'Kraken', 'Golden Knights', 'Ducks']",Random,Golden Knights,658
6562,"['Golden Knights', 'Ducks', 'Oilers', 'Kings', 'Sharks', 'Canucks', 'Kraken', 'Golden Knights', 'Flames']",Random,Golden Knights,659
3655,"['Golden Knights', 'Ducks', 'Golden Knights', 'Kings', 'Sharks', 'Oilers', 'Flames', 'Kraken', 'Canucks']",Random,Golden Knights,660
10517,"['Golden Knights', 'Flames', 'Sharks', 'Canucks', 'Golden Knights', 'Kraken', 'Ducks', 'Oilers', 'Kings']",Random,Golden Knights,661
6094,"['Golden Knights', 'Oilers', 'Golden Knights', 'Ducks', 'Sharks', 'Kings', 'Canucks', 'Kraken', 'Flames']",Random,Golden Knights,662
7426,"['Golden Knights', 'Ducks', 'Kraken', 'Canucks', 'Sharks', 'Kings', 'Oilers', 'Golden Knights', 'Flames']",Random,Golden Knights,663
5488,"['Golden Knights', 'Flames', 'Oilers', 'Sharks', 'Kraken', 'Canucks', 'Golden Knights', 'Kings', 'Ducks']",Random,Golden Knights,664
9050,"['Golden Knights', 'Ducks', 'Canucks', 'Kings', 'Kraken', 'Flames', 'Sharks', 'Oilers', 'Golden Knights']",Random,Golden Knights,665
7716,"['Golden Knights', 'Sharks', 'Kraken', 'Flames', 'Ducks', 'Canucks', 'Oilers', 'Kings', 'Golden Knights']",Random,Golden Knights,666
5574,"['Golden Knights', 'Canucks', 'Kings', 'Ducks', 'Sharks', 'Golden Knights', 'Kraken', 'Oilers', 'Flames']",Random,Golden Knights,667
8414,"['Golden Knights', 'Flames', 'Kings', 'Oilers', 'Sharks', 'Golden Knights', 'Ducks', 'Canucks', 'Kraken']",Random,Golden Knights,668
6596,"['Golden Knights', 'Canucks', 'Flames', 'Sharks', 'Kraken', 'Oilers', 'Golden Knights', 'Kings', 'Ducks']",Random,Golden Knights,669
9635,"['Golden Knights', 'Kraken', 'Oilers', 'Kings', 'Flames', 'Sharks', 'Golden Knights', 'Canucks', 'Ducks']",Random,Golden Knights,670
6454,"['Golden Knights', 'Sharks', 'Golden Knights', 'Canucks', 'Flames', 'Kings', 'Ducks', 'Kraken', 'Oilers']",Random,Golden Knights,671
6220,"['Golden Knights', 'Kings', 'Sharks', 'Golden Knights', 'Kraken', 'Ducks', 'Flames', 'Canucks', 'Oilers']",Random,Golden Knights,672
6998,"['Golden Knights', 'Flames', 'Golden Knights', 'Ducks', 'Canucks', 'Kraken', 'Oilers', 'Sharks', 'Kings']",Random,Golden Knights,673
7715,"['Golden Knights', 'Canucks', 'Golden Knights', 'Kraken', 'Flames', 'Ducks', 'Kings', 'Sharks', 'Oilers']",Random,Golden Knights,674
6262,"['Golden Knights', 'Kings', 'Flames', 'Kraken', 'Canucks', 'Ducks', 'Golden Knights', 'Sharks', 'Oilers']",Random,Golden Knights,675
10039,"['Golden Knights', 'Oilers', 'Sharks', 'Golden Knights', 'Flames', 'Kings', 'Kraken', 'Ducks', 'Canucks']",Random,Golden Knights,676
7277,"['Golden Knights', 'Flames', 'Kraken', 'Sharks', 'Canucks', 'Kings', 'Golden Knights', 'Ducks', 'Oilers']",Random,Golden Knights,677
9134,"['Golden Knights', 'Flames', 'Kings', 'Canucks', 'Golden Knights', 'Ducks', 'Kraken', 'Sharks', 'Oilers']",Random,Golden Knights,678
6005,"['Golden Knights', 'Flames', 'Kraken', 'Golden Knights', 'Oilers', 'Canucks', 'Kings', 'Ducks', 'Sharks']",Random,Golden Knights,679
6268,"['Golden Knights', 'Ducks', 'Flames', 'Oilers', 'Sharks', 'Kings', 'Kraken', 'Canucks', 'Golden Knights']",Random,Golden Knights,680
6656,"['Golden Knights', 'Canucks', 'Sharks', 'Flames', 'Oilers', 'Golden Knights', 'Ducks', 'Kings', 'Kraken']",Random,Golden Knights,681
8233,"['Golden Knights', 'Kings', 'Sharks', 'Oilers', 'Ducks', 'Canucks', 'Flames', 'Golden Knights', 'Kraken']",Random,Golden Knights,682
8063,"['Golden Knights', 'Flames', 'Kings', 'Oilers', 'Sharks', 'Ducks', 'Golden Knights', 'Kraken', 'Canucks']",Random,Golden Knights,683
4001,"['Golden Knights', 'Kings', 'Sharks', 'Golden Knights', 'Ducks', 'Oilers', 'Flames', 'Canucks', 'Kraken']",Random,Golden Knights,684
7939,"['Golden Knights', 'Sharks', 'Golden Knights', 'Flames', 'Canucks', 'Kings', 'Oilers', 'Kraken', 'Ducks']",Random,Golden Knights,685
7642,"['Golden Knights', 'Sharks', 'Canucks', 'Oilers', 'Kings', 'Kraken', 'Flames', 'Ducks', 'Golden Knights']",Random,Golden Knights,686
8357,"['Golden Knights', 'Flames', 'Sharks', 'Oilers', 'Canucks', 'Golden Knights', 'Kraken', 'Kings', 'Ducks']",Random,Golden Knights,687
6252,"['Golden Knights', 'Flames', 'Oilers', 'Kraken', 'Ducks', 'Kings', 'Canucks', 'Sharks', 'Golden Knights']",Random,Golden Knights,688
6689,"['Golden Knights', 'Sharks', 'Kraken', 'Golden Knights', 'Oilers', 'Kings', 'Ducks', 'Canucks', 'Flames']",Random,Golden Knights,689
4085,"['Golden Knights', 'Ducks', 'Sharks', 'Golden Knights', 'Kings', 'Flames', 'Oilers', 'Canucks', 'Kraken']",Random,Golden Knights,690
7242,"['Golden Knights', 'Ducks', 'Canucks', 'Kraken', 'Sharks', 'Flames', 'Golden Knights', 'Kings', 'Oilers']",Random,Golden Knights,691
10128,"['Golden Knights', 'Sharks', 'Flames', 'Golden Knights', 'Kraken', 'Ducks', 'Oilers', 'Kings', 'Canucks']",Random,Golden Knights,692
8826,"['Golden Knights', 'Sharks', 'Canucks', 'Kraken', 'Ducks', 'Flames', 'Golden Knights', 'Oilers', 'Kings']",Random,Golden Knights,693
7221,"['Golden Knights', 'Sharks', 'Golden Knights', 'Kings', 'Canucks', 'Oilers', 'Ducks', 'Flames', 'Kraken']",Random,Golden Knights,694
8680,"['Golden Knights', 'Kraken', 'Oilers', 'Kings', 'Ducks', 'Flames', 'Sharks', 'Canucks', 'Golden Knights']",Random,Golden Knights,695
7206,"['Golden Knights', 'Kings', 'Golden Knights', 'Flames', 'Ducks', 'Kraken', 'Canucks', 'Sharks', 'Oilers']",Random,Golden Knights,696
8714,"['Golden Knights', 'Canucks', 'Kings', 'Ducks', 'Kraken', 'Flames', 'Golden Knights', 'Oilers', 'Sharks']",Random,Golden Knights,697
9529,"['Golden Knights', 'Kraken', 'Ducks', 'Flames', 'Kings', 'Oilers', 'Canucks', 'Golden Knights', 'Sharks']",Random,Golden Knights,698
7184,"['Golden Knights', 'Sharks', 'Kings', 'Oilers', 'Kraken', 'Flames', 'Ducks', 'Golden Knights', 'Canucks']",Random,Golden Knights,699
6994,"['Golden Knights', 'Sharks', 'Ducks', 'Canucks', 'Oilers', 'Golden Knights', 'Kings', 'Flames', 'Kraken']",Random,Golden Knights,700
4528,"['Golden Knights', 'Kings', 'Sharks', 'Kraken', 'Flames', 'Oilers', 'Canucks', 'Golden Knights', 'Ducks']",Random,Golden Knights,701
6068,"['Golden Knights', 'Flames', 'Oilers', 'Ducks', 'Golden Knights', 'Canucks', 'Kraken', 'Sharks', 'Kings']",Random,Golden Knights,702
7196,"['Golden Knights', 'Ducks', 'Sharks', 'Flames', 'Oilers', 'Golden Knights', 'Kraken', 'Kings', 'Canucks']",Random,Golden Knights,703
5919,"['Golden Knights', 'Flames', 'Oilers', 'Sharks', 'Ducks', 'Kings', 'Kraken', 'Canucks', 'Golden Knights']",Random,Golden Knights,704
9321,"['Golden Knights', 'Flames', 'Ducks', 'Golden Knights', 'Oilers', 'Kings', 'Kraken', 'Sharks', 'Canucks']",Random,Golden Knights,705
7887,"['Golden Knights', 'Canucks', 'Kraken', 'Golden Knights', 'Oilers', 'Ducks', 'Flames', 'Sharks', 'Kings']",Random,Golden Knights,706
6971,"['Golden Knights', 'Kraken', 'Flames', 'Oilers', 'Ducks', 'Sharks', 'Kings', 'Canucks', 'Golden Knights']",Random,Golden Knights,707
4643,"['Golden Knights', 'Sharks', 'Oilers', 'Flames', 'Canucks', 'Kraken', 'Kings', 'Golden Knights', 'Ducks']",Random,Golden Knights,708
7733,"['Golden Knights', 'Flames', 'Kraken', 'Sharks', 'Ducks', 'Kings', 'Oilers', 'Golden Knights', 'Canucks']",Random,Golden Knights,709
8289,"['Golden Knights', 'Sharks', 'Golden Knights', 'Flames', 'Kings', 'Kraken', 'Ducks', 'Canucks', 'Oilers']",Random,Golden Knights,710
7946,"['Golden Knights', 'Flames', 'Canucks', 'Kings', 'Sharks', 'Oilers', 'Golden Knights', 'Ducks', 'Kraken']",Random,Golden Knights,711
7352,"['Golden Knights', 'Ducks', 'Oilers', 'Kings', 'Golden Knights', 'Kraken', 'Flames', 'Canucks', 'Sharks']",Random,Golden Knights,712
6075,"['Golden Knights', 'Kings', 'Oilers', 'Canucks', 'Kraken', 'Golden Knights', 'Ducks', 'Flames', 'Sharks']",Random,Golden Knights,713
6218,"['Golden Knights', 'Sharks', 'Kings', 'Canucks', 'Kraken', 'Flames', 'Golden Knights', 'Ducks', 'Oilers']",Random,Golden Knights,714
6974,"['Golden Knights', 'Kraken', 'Canucks', 'Kings', 'Ducks', 'Golden Knights', 'Flames', 'Sharks', 'Oilers']",Random,Golden Knights,715
7481,"['Golden Knights', 'Sharks', 'Oilers', 'Canucks', 'Flames', 'Kings', 'Golden Knights', 'Kraken', 'Ducks']",Random,Golden Knights,716
7130,"['Golden Knights', 'Oilers', 'Ducks', 'Sharks', 'Kings', 'Kraken', 'Golden Knights', 'Flames', 'Canucks']",Random,Golden Knights,717
7721,"['Golden Knights', 'Ducks', 'Flames', 'Kings', 'Oilers', 'Canucks', 'Sharks', 'Kraken', 'Golden Knights']",Random,Golden Knights,718
6535,"['Golden Knights', 'Kraken', 'Canucks', 'Sharks', 'Golden Knights', 'Kings', 'Oilers', 'Flames', 'Ducks']",Random,Golden Knights,719
7909,"['Golden Knights', 'Oilers', 'Flames', 'Golden Knights', 'Kraken', 'Ducks', 'Sharks', 'Canucks', 'Kings']",Random,Golden Knights,720
6395,"['Golden Knights', 'Canucks', 'Kraken', 'Ducks', 'Golden Knights', 'Oilers', 'Flames', 'Kings', 'Sharks']",Random,Golden Knights,721
6653,"['Golden Knights', 'Kings', 'Canucks', 'Flames', 'Oilers', 'Sharks', 'Golden Knights', 'Kraken', 'Ducks']",Random,Golden Knights,722
7232,"['Golden Knights', 'Oilers', 'Ducks', 'Golden Knights', 'Kraken', 'Flames', 'Canucks', 'Sharks', 'Kings']",Random,Golden Knights,723
7200,"['Golden Knights', 'Sharks', 'Flames', 'Kraken', 'Ducks', 'Kings', 'Canucks', 'Oilers', 'Golden Knights']",Random,Golden Knights,724
9288,"['Golden Knights', 'Oilers', 'Ducks', 'Flames', 'Kings', 'Kraken', 'Canucks', 'Golden Knights', 'Sharks']",Random,Golden Knights,725
3955,"['Golden Knights', 'Ducks', 'Kings', 'Kraken', 'Golden Knights', 'Sharks', 'Canucks', 'Oilers', 'Flames']",Random,Golden Knights,726
8256,"['Golden Knights', 'Oilers', 'Ducks', 'Golden Knights', 'Kraken', 'Flames', 'Sharks', 'Kings', 'Canucks']",Random,Golden Knights,727
5720,"['Golden Knights', 'Oilers', 'Sharks', 'Kings', 'Ducks', 'Golden Knights', 'Canucks', 'Kraken', 'Flames']",Random,Golden Knights,728
5031,"['Golden Knights', 'Kraken', 'Canucks', 'Kings', 'Sharks', 'Ducks', 'Golden Knights', 'Flames', 'Oilers']",Random,Golden Knights,729
5433,"['Golden Knights', 'Sharks', 'Kraken', 'Flames', 'Canucks', 'Oilers', 'Kings', 'Ducks', 'Golden Knights']",Random,Golden Knights,730
6813,"['Golden Knights', 'Kings', 'Canucks', 'Golden Knights', 'Sharks', 'Oilers', 'Flames', 'Kraken', 'Ducks']",Random,Golden Knights,731
7042,"['Golden Knights', 'Kraken', 'Golden Knights', 'Ducks', 'Sharks', 'Oilers', 'Kings', 'Canucks', 'Flames']",Random,Golden Knights,732
7956,"['Golden Knights', 'Flames', 'Golden Knights', 'Ducks', 'Sharks', 'Oilers', 'Kings', 'Canucks', 'Kraken']",Random,Golden Knights,733
7381,"['Golden Knights', 'Sharks', 'Kraken', 'Flames', 'Kings', 'Canucks', 'Oilers', 'Golden Knights', 'Ducks']",Random,Golden Knights,734
8876,"['Golden Knights', 'Flames', 'Sharks', 'Canucks', 'Golden Knights', 'Kraken', 'Ducks', 'Kings', 'Oilers']",Random,Golden Knights,735
3571,"['Golden Knights', 'Sharks', 'Kings', 'Ducks', 'Golden Knights', 'Oilers', 'Flames', 'Canucks', 'Kraken']",Random,Golden Knights,736
7137,"['Golden Knights', 'Sharks', 'Kraken', 'Flames', 'Canucks', 'Golden Knights', 'Oilers', 'Kings', 'Ducks']",Random,Golden Knights,737
7534,"['Golden Knights', 'Flames', 'Ducks', 'Kings', 'Sharks', 'Canucks', 'Oilers', 'Golden Knights', 'Kraken']",Random,Golden Knights,738
5581,"['Golden Knights', 'Canucks', 'Kings', 'Ducks', 'Sharks', 'Kraken', 'Golden Knights', 'Oilers', 'Flames']",Random,Golden Knights,739
7896,"['Golden Knights', 'Canucks', 'Flames', 'Ducks', 'Kings', 'Sharks', 'Oilers', 'Golden Knights', 'Kraken']",Random,Golden Knights,740
9650,"['Golden Knights', 'Flames', 'Kings', 'Oilers', 'Kraken', 'Ducks', 'Canucks', 'Golden Knights', 'Sharks']",Random,Golden Knights,741
7559,"['Golden Knights', 'Kings', 'Canucks', 'Ducks', 'Sharks', 'Oilers', 'Kraken', 'Flames', 'Golden Knights']",Random,Golden Knights,742
9764,"['Golden Knights', 'Flames', 'Sharks', 'Oilers', 'Ducks', 'Canucks', 'Kings', 'Kraken', 'Golden Knights']",Random,Golden Knights,743
4581,"['Golden Knights', 'Kings', 'Kraken', 'Canucks', 'Oilers', 'Flames', 'Sharks', 'Golden Knights', 'Ducks']",Random,Golden Knights,744
10075,"['Golden Knights', 'Oilers', 'Kings', 'Flames', 'Golden Knights', 'Sharks', 'Canucks', 'Ducks', 'Kraken']",Random,Golden Knights,745
8401,"['Golden Knights', 'Kraken', 'Golden Knights', 'Canucks', 'Ducks', 'Kings', 'Oilers', 'Sharks', 'Flames']",Random,Golden Knights,746
9513,"['Golden Knights', 'Canucks', 'Golden Knights', 'Flames', 'Sharks', 'Oilers', 'Ducks', 'Kings', 'Kraken']",Random,Golden Knights,747
4742,"['Golden Knights', 'Kraken', 'Sharks', 'Kings', 'Ducks', 'Golden Knights', 'Canucks', 'Oilers', 'Flames']",Random,Golden Knights,748
6750,"['Golden Knights', 'Oilers', 'Flames', 'Kings', 'Canucks', 'Kraken', 'Ducks', 'Sharks', 'Golden Knights']",Random,Golden Knights,749
5746,"['Golden Knights', 'Ducks', 'Kraken', 'Oilers', 'Flames', 'Kings', 'Golden Knights', 'Sharks', 'Canucks']",Random,Golden Knights,750
6679,"['Golden Knights', 'Oilers', 'Canucks', 'Flames', 'Sharks', 'Kraken', 'Ducks', 'Golden Knights', 'Kings']",Random,Golden Knights,751
4153,"['Golden Knights', 'Sharks', 'Ducks', 'Golden Knights', 'Kings', 'Flames', 'Oilers', 'Kraken', 'Canucks']",Random,Golden Knights,752
8531,"['Golden Knights', 'Ducks', 'Flames', 'Canucks', 'Kings', 'Oilers', 'Sharks', 'Golden Knights', 'Kraken']",Random,Golden Knights,753
8636,"['Golden Knights', 'Kings', 'Canucks', 'Kraken', 'Ducks', 'Oilers', 'Golden Knights', 'Flames', 'Sharks']",Random,Golden Knights,754
7582,"['Golden Knights', 'Sharks', 'Oilers', 'Kraken', 'Canucks', 'Golden Knights', 'Kings', 'Flames', 'Ducks']",Random,Golden Knights,755
5477,"['Golden Knights', 'Sharks', 'Oilers', 'Flames', 'Ducks', 'Kings', 'Golden Knights', 'Canucks', 'Kraken']",Random,Golden Knights,756
9599,"['Golden Knights', 'Canucks', 'Kings', 'Oilers', 'Golden Knights', 'Kraken', 'Sharks', 'Ducks', 'Flames']",Random,Golden Knights,757
7935,"['Golden Knights', 'Kraken', 'Ducks', 'Golden Knights', 'Canucks', 'Oilers', 'Sharks', 'Kings', 'Flames']",Random,Golden Knights,758
5728,"['Golden Knights', 'Sharks', 'Golden Knights', 'Flames', 'Oilers', 'Canucks', 'Kings', 'Ducks', 'Kraken']",Random,Golden Knights,759
8915,"['Golden Knights', 'Kraken', 'Canucks', 'Ducks', 'Flames', 'Golden Knights', 'Oilers', 'Kings', 'Sharks']",Random,Golden Knights,760
7788,"['Golden Knights', 'Kings', 'Oilers', 'Kraken', 'Ducks', 'Flames', 'Canucks', 'Golden Knights', 'Sharks']",Random,Golden Knights,761
7918,"['Golden Knights', 'Kings', 'Flames', 'Kraken', 'Ducks', 'Golden Knights', 'Oilers', 'Sharks', 'Canucks']",Random,Golden Knights,762
9803,"['Golden Knights', 'Canucks', 'Golden Knights', 'Kraken', 'Sharks', 'Ducks', 'Oilers', 'Kings', 'Flames']",Random,Golden Knights,763
8639,"['Golden Knights', 'Sharks', 'Golden Knights', 'Canucks', 'Oilers', 'Ducks', 'Kraken', 'Kings', 'Flames']",Random,Golden Knights,764
9683,"['Golden Knights', 'Oilers', 'Ducks', 'Flames', 'Sharks', 'Canucks', 'Kings', 'Golden Knights', 'Kraken']",Random,Golden Knights,765
5165,"['Golden Knights', 'Ducks', 'Kings', 'Canucks', 'Sharks', 'Golden Knights', 'Kraken', 'Oilers', 'Flames']",Random,Golden Knights,766
6395,"['Golden Knights', 'Canucks', 'Flames', 'Oilers', 'Ducks', 'Kraken', 'Sharks', 'Kings', 'Golden Knights']",Random,Golden Knights,767
9141,"['Golden Knights', 'Flames', 'Golden Knights', 'Canucks', 'Kings', 'Sharks', 'Kraken', 'Ducks', 'Oilers']",Random,Golden Knights,768
8607,"['Golden Knights', 'Canucks', 'Flames', 'Ducks', 'Golden Knights', 'Sharks', 'Oilers', 'Kings', 'Kraken']",Random,Golden Knights,769
8973,"['Golden Knights', 'Oilers', 'Sharks', 'Golden Knights', 'Flames', 'Ducks', 'Kraken', 'Canucks', 'Kings']",Random,Golden Knights,770
7036,"['Golden Knights', 'Kraken', 'Kings', 'Sharks', 'Ducks', 'Canucks', 'Golden Knights', 'Flames', 'Oilers']",Random,Golden Knights,771
7993,"['Golden Knights', 'Sharks', 'Kings', 'Flames', 'Ducks', 'Kraken', 'Canucks', 'Golden Knights', 'Oilers']",Random,Golden Knights,772
10871,"['Golden Knights', 'Oilers', 'Kings', 'Flames', 'Ducks', 'Canucks', 'Golden Knights', 'Kraken', 'Sharks']",Random,Golden Knights,773
6634,"['Golden Knights', 'Sharks', 'Flames', 'Oilers', 'Canucks', 'Ducks', 'Kraken', 'Kings', 'Golden Knights']",Random,Golden Knights,774
10263,"['Golden Knights', 'Canucks', 'Ducks', 'Oilers', 'Golden Knights', 'Sharks', 'Flames', 'Kings', 'Kraken']",Random,Golden Knights,775
7174,"['Golden Knights', 'Ducks', 'Kings', 'Kraken', 'Flames', 'Golden Knights', 'Canucks', 'Sharks', 'Oilers']",Random,Golden Knights,776
3994,"['Golden Knights', 'Sharks', 'Kings', 'Ducks', 'Golden Knights', 'Flames', 'Canucks', 'Kraken', 'Oilers']",Random,Golden Knights,777
6502,"['Golden Knights', 'Ducks', 'Kings', 'Oilers', 'Sharks', 'Golden Knights', 'Kraken', 'Flames', 'Canucks']",Random,Golden Knights,778
6864,"['Golden Knights', 'Ducks', 'Flames', 'Canucks', 'Kraken', 'Sharks', 'Oilers', 'Kings', 'Golden Knights']",Random,Golden Knights,779
5909,"['Golden Knights', 'Kraken', 'Golden Knights', 'Ducks', 'Sharks', 'Canucks', 'Kings', 'Flames', 'Oilers']",Random,Golden Knights,780
5955,"['Golden Knights', 'Kraken', 'Ducks', 'Sharks', 'Golden Knights', 'Kings', 'Flames', 'Oilers', 'Canucks']",Random,Golden Knights,781
7341,"['Golden Knights', 'Oilers', 'Golden Knights', 'Kings', 'Sharks', 'Canucks', 'Kraken', 'Ducks', 'Flames']",Random,Golden Knights,782
6896,"['Golden Knights', 'Canucks', 'Flames', 'Ducks', 'Sharks', 'Kings', 'Kraken', 'Golden Knights', 'Oilers']",Random,Golden Knights,783
7908,"['Golden Knights', 'Canucks', 'Golden Knights', 'Kings', 'Flames', 'Kraken', 'Oilers', 'Ducks', 'Sharks']",Random,Golden Knights,784
7727,"['Golden Knights', 'Sharks', 'Kraken', 'Kings', 'Flames', 'Canucks', 'Ducks', 'Golden Knights', 'Oilers']",Random,Golden Knights,785
9019,"['Golden Knights', 'Canucks', 'Golden Knights', 'Oilers', 'Ducks', 'Flames', 'Kraken', 'Sharks', 'Kings']",Random,Golden Knights,786
8367,"['Golden Knights', 'Kraken', 'Golden Knights', 'Flames', 'Ducks', 'Kings', 'Oilers', 'Sharks', 'Canucks']",Random,Golden Knights,787
5180,"['Golden Knights', 'Kings', 'Sharks', 'Oilers', 'Flames', 'Golden Knights', 'Ducks', 'Kraken', 'Canucks']",Random,Golden Knights,788
7343,"['Golden Knights', 'Oilers', 'Sharks', 'Canucks', 'Golden Knights', 'Kings', 'Ducks', 'Kraken', 'Flames']",Random,Golden Knights,789
9437,"['Golden Knights', 'Kraken', 'Ducks', 'Canucks', 'Sharks', 'Oilers', 'Golden Knights', 'Kings', 'Flames']",Random,Golden Knights,790
7092,"['Golden Knights', 'Flames', 'Sharks', 'Golden Knights', 'Kraken', 'Oilers', 'Canucks', 'Kings', 'Ducks']",Random,Golden Knights,791
7481,"['Golden Knights', 'Kraken', 'Ducks', 'Kings', 'Sharks', 'Flames', 'Golden Knights', 'Oilers', 'Canucks']",Random,Golden Knights,792
7943,"['Golden Knights', 'Oilers', 'Ducks', 'Kings', 'Flames', 'Sharks', 'Golden Knights', 'Kraken', 'Canucks']",Random,Golden Knights,793
5582,"['Golden Knights', 'Kraken', 'Flames', 'Canucks', 'Oilers', 'Golden Knights', 'Sharks', 'Ducks', 'Kings']",Random,Golden Knights,794
7534,"['Golden Knights', 'Ducks', 'Kraken', 'Canucks', 'Flames', 'Kings', 'Oilers', 'Sharks', 'Golden Knights']",Random,Golden Knights,795
9312,"['Golden Knights', 'Canucks', 'Kings', 'Golden Knights', 'Kraken', 'Sharks', 'Flames', 'Ducks', 'Oilers']",Random,Golden Knights,796
